FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,WHH,WHD,WHA
2.0,0.0,H,1.0,0.0,H,1.75,3.5,5.0,1.67,3.3,4.5
0.0,1.0,A,0.0,0.0,D,2.87,3.25,2.5,2.75,3.2,2.25
1.0,0.0,H,1.0,0.0,H,2.1,3.3,3.6,2.1,3.2,3.0
6.0,0.0,H,0.0,0.0,D,1.25,5.5,13.0,1.22,4.8,10.0
1.0,1.0,D,1.0,0.0,H,5.0,3.6,1.72,4.33,3.3,1.7
2.0,1.0,H,1.0,1.0,D,1.72,3.6,5.0,1.67,3.3,4.5
1.0,2.0,A,1.0,0.0,H,2.4,3.25,3.0,2.3,3.1,2.75
2.0,0.0,H,2.0,0.0,H,2.75,3.25,2.62,2.5,3.3,2.38
0.0,1.0,A,0.0,0.0,D,5.5,3.6,1.66,5.0,3.5,1.57
1.0,1.0,D,0.0,1.0,A,1.72,3.6,5.0,1.7,3.3,4.33
0.0,3.0,A,0.0,2.0,A,7.0,3.8,1.53,7.0,3.75,1.4
0.0,0.0,D,0.0,0.0,D,1.72,3.6,5.0,1.73,3.25,4.2
3.0,1.0,H,2.0,1.0,H,1.44,4.2,8.0,1.36,3.75,8.0
0.0,2.0,A,0.0,0.0,D,8.0,4.5,1.4,8.0,3.75,1.36
2.0,0.0,H,1.0,0.0,H,1.44,4.2,8.0,1.4,3.75,7.0
1.0,1.0,D,1.0,1.0,D,2.0,3.4,3.8,1.83,3.2,3.75
1.0,2.0,A,0.0,2.0,A,3.25,3.25,2.25,3.0,3.2,2.1
2.0,2.0,D,1.0,0.0,H,1.61,3.75,6.0,1.57,3.3,5.5
1.0,1.0,D,0.0,0.0,D,1.9,3.4,4.2,1.91,3.2,3.5
3.0,0.0,H,1.0,0.0,H,1.28,5.0,13.0,1.25,4.5,10.0
0.0,0.0,D,0.0,0.0,D,1.9,3.4,4.2,1.8,3.3,3.75
1.0,0.0,H,1.0,0.0,H,1.9,3.3,4.33,1.91,3.2,3.5
2.0,0.0,H,1.0,0.0,H,2.3,3.25,3.2,2.15,3.2,2.9
1.0,0.0,H,1.0,0.0,H,1.22,6.0,15.0,1.2,5.0,11.0
1.0,1.0,D,0.0,0.0,D,5.0,3.6,1.72,5.0,3.3,1.62
0.0,0.0,D,0.0,0.0,D,2.37,3.25,3.1,2.2,3.2,2.8
2.0,0.0,H,2.0,0.0,H,1.25,5.5,13.0,1.25,4.5,10.0
1.0,0.0,H,0.0,0.0,D,4.0,3.5,1.9,3.5,3.2,1.91
1.0,1.0,D,0.0,0.0,D,1.61,3.5,6.5,1.44,3.75,6.0
0.0,0.0,D,0.0,0.0,D,2.37,3.2,3.1,2.3,3.1,2.75
3.0,0.0,H,0.0,0.0,D,1.3,5.0,12.0,1.22,4.8,10.0
1.0,3.0,A,1.0,2.0,A,4.5,3.6,1.8,4.2,3.25,1.73
1.0,1.0,D,0.0,0.0,D,5.25,3.5,1.72,4.33,3.4,1.67
0.0,2.0,A,0.0,1.0,A,2.15,3.25,3.5,1.95,3.1,3.5
1.0,1.0,D,1.0,0.0,H,4.5,3.5,1.83,3.8,3.25,1.8
1.0,0.0,H,1.0,0.0,H,2.62,3.25,2.7,2.38,3.1,2.62
2.0,1.0,H,0.0,0.0,D,3.25,3.25,2.25,2.9,3.2,2.15
1.0,1.0,D,0.0,0.0,D,2.0,3.25,4.0,1.83,3.2,3.75
4.0,1.0,H,0.0,1.0,A,1.83,3.5,4.5,1.73,3.2,4.33
0.0,1.0,A,0.0,0.0,D,2.5,3.25,2.87,2.5,3.1,2.5
0.0,3.0,A,0.0,0.0,D,6.5,4.0,1.53,6.0,3.4,1.5
1.0,0.0,H,0.0,0.0,D,1.53,4.0,6.5,1.5,3.4,6.0
1.0,0.0,H,1.0,0.0,H,1.9,3.4,4.2,1.73,3.2,4.33
2.0,0.0,H,1.0,0.0,H,2.1,3.3,3.6,2.1,3.1,3.1
1.0,1.0,D,1.0,1.0,D,1.8,3.6,4.5,1.73,3.2,4.33
0.0,0.0,D,0.0,0.0,D,1.9,3.2,4.5,1.83,3.0,4.0
1.0,2.0,A,0.0,2.0,A,1.28,5.0,13.0,1.29,4.2,9.0
2.0,0.0,H,1.0,0.0,H,1.33,4.75,11.0,1.33,4.0,8.0
2.0,2.0,D,1.0,0.0,H,7.0,4.0,1.5,7.0,3.75,1.4
0.0,1.0,A,0.0,0.0,D,2.7,3.25,2.62,2.4,3.1,2.6
3.0,2.0,H,2.0,1.0,H,1.4,4.2,9.5,1.4,3.75,7.0
1.0,5.0,A,0.0,2.0,A,7.0,4.0,1.5,6.5,3.6,1.44
1.0,0.0,H,0.0,0.0,D,1.61,3.75,6.0,1.53,3.5,5.5
2.0,0.0,H,0.0,0.0,D,1.61,3.75,6.0,1.57,3.5,5.0
4.0,1.0,H,1.0,0.0,H,1.83,3.5,4.5,1.8,3.1,4.0
1.0,2.0,A,0.0,1.0,A,3.1,3.25,2.37,2.9,3.2,2.15
0.0,2.0,A,0.0,2.0,A,2.4,3.25,3.0,2.25,3.1,2.8
1.0,1.0,D,0.0,1.0,A,1.57,3.8,6.5,1.5,3.4,6.0
4.0,1.0,H,1.0,0.0,H,3.75,3.5,2.0,3.4,3.25,1.91
0.0,0.0,D,0.0,0.0,D,3.25,3.3,2.25,2.75,3.2,2.25
0.0,3.0,A,0.0,2.0,A,10.0,5.0,1.33,8.0,4.0,1.33
0.0,0.0,D,0.0,0.0,D,1.8,3.5,4.75,1.62,3.3,5.0
0.0,1.0,A,0.0,0.0,D,1.83,3.5,4.5,1.8,3.25,3.8
0.0,1.0,A,0.0,0.0,D,2.6,3.3,2.75,2.38,3.1,2.62
0.0,4.0,A,0.0,3.0,A,4.5,3.5,1.83,4.33,3.2,1.73
1.0,3.0,A,0.0,1.0,A,4.5,3.6,1.8,4.5,3.3,1.67
3.0,1.0,H,1.0,1.0,D,1.83,3.5,4.5,1.91,3.1,3.6
4.0,0.0,H,1.0,0.0,H,1.44,4.33,7.5,1.36,3.75,8.0
1.0,1.0,D,0.0,0.0,D,1.53,4.0,6.5,1.44,3.6,6.5
3.0,0.0,H,2.0,0.0,H,1.36,4.5,10.0,1.36,3.75,8.0
2.0,0.0,H,0.0,0.0,D,2.5,3.25,2.87,2.4,3.1,2.6
0.0,1.0,A,0.0,0.0,D,3.5,3.4,2.1,3.2,3.2,2.0
4.0,0.0,H,2.0,0.0,H,1.8,3.6,4.5,1.8,3.3,3.75
0.0,0.0,D,0.0,0.0,D,6.5,3.8,1.57,5.0,3.5,1.57
1.0,1.0,D,0.0,1.0,A,1.61,3.75,6.0,1.6,3.4,4.8
6.0,1.0,H,2.0,0.0,H,1.1,9.0,26.0,1.07,8.0,21.0
4.0,2.0,H,2.0,2.0,D,1.83,3.5,4.5,1.67,3.3,4.5
1.0,1.0,D,0.0,1.0,A,1.25,5.5,13.0,1.22,4.8,10.0
0.0,1.0,A,0.0,0.0,D,17.0,7.0,1.16,15.0,5.5,1.14
2.0,1.0,H,1.0,1.0,D,1.25,5.5,13.0,1.29,4.2,9.0
2.0,0.0,H,2.0,0.0,H,2.37,3.25,3.1,2.25,3.1,2.8
0.0,1.0,A,0.0,1.0,A,8.0,4.2,1.44,7.0,3.75,1.4
2.0,1.0,H,1.0,1.0,D,2.5,3.3,2.87,2.38,3.1,2.62
1.0,0.0,H,0.0,0.0,D,3.5,3.4,2.1,3.1,3.2,2.05
2.0,1.0,H,0.0,1.0,A,2.6,3.3,2.7,2.5,3.1,2.5
1.0,0.0,H,1.0,0.0,H,2.25,3.3,3.25,2.1,3.0,3.2
1.0,1.0,D,1.0,0.0,H,2.2,3.25,3.4,2.2,3.1,2.88
2.0,0.0,H,2.0,0.0,H,1.16,7.0,17.0,1.17,5.5,12.0
4.0,4.0,D,1.0,2.0,A,3.6,3.3,2.1,2.9,3.2,2.15
0.0,1.0,A,0.0,0.0,D,1.57,3.8,6.5,1.5,3.4,6.0
3.0,1.0,H,2.0,1.0,H,1.72,3.6,5.0,1.73,3.25,4.2
0.0,0.0,D,0.0,0.0,D,2.37,3.3,3.0,2.3,3.1,2.75
1.0,1.0,D,1.0,0.0,H,1.72,3.6,5.0,1.62,3.3,5.0
1.0,0.0,H,1.0,0.0,H,1.44,4.2,8.0,1.44,3.75,6.0
2.0,0.0,H,1.0,0.0,H,1.8,3.5,4.75,1.91,3.2,3.5
2.0,1.0,H,1.0,0.0,H,2.0,3.5,3.75,2.05,3.1,3.2
2.0,0.0,H,0.0,0.0,D,1.9,3.5,4.0,1.91,3.2,3.5
2.0,1.0,H,0.0,0.0,D,2.2,3.2,3.5,2.1,3.0,3.2
3.0,0.0,H,1.0,0.0,H,2.0,3.3,4.0,1.95,3.0,3.6
3.0,1.0,H,1.0,0.0,H,2.4,3.3,3.0,2.25,3.1,2.8
2.0,3.0,A,2.0,0.0,H,5.0,3.6,1.72,4.5,3.3,1.67
2.0,2.0,D,1.0,1.0,D,3.0,3.3,2.4,2.75,3.2,2.25
4.0,0.0,H,2.0,0.0,H,1.3,5.0,12.0,1.29,4.2,9.0
2.0,0.0,H,1.0,0.0,H,1.8,3.6,4.5,1.8,3.25,3.8
0.0,0.0,D,0.0,0.0,D,2.4,3.3,3.0,2.3,3.1,2.75
2.0,1.0,H,1.0,1.0,D,2.25,3.3,3.25,2.2,3.1,2.88
1.0,0.0,H,1.0,0.0,H,1.3,5.0,12.0,1.25,4.5,10.0
1.0,0.0,H,1.0,0.0,H,1.72,3.6,5.0,1.8,3.0,4.2
1.0,4.0,A,1.0,1.0,D,1.66,3.6,5.5,1.57,3.5,5.0
1.0,1.0,D,0.0,1.0,A,2.1,3.2,3.75,1.95,3.1,3.5
4.0,0.0,H,1.0,0.0,H,1.66,3.6,5.5,1.62,3.3,5.0
1.0,1.0,D,1.0,1.0,D,2.4,3.4,2.87,2.3,3.2,2.62
1.0,3.0,A,0.0,1.0,A,2.3,3.3,3.2,2.2,3.3,2.7
0.0,2.0,A,0.0,1.0,A,5.0,3.6,1.72,4.33,3.2,1.73
3.0,0.0,H,2.0,0.0,H,1.8,3.6,4.5,1.73,3.2,4.33
2.0,0.0,H,1.0,0.0,H,2.1,3.3,3.6,2.1,3.0,3.2
1.0,0.0,H,0.0,0.0,D,1.25,5.5,13.0,1.2,5.0,11.0
2.0,2.0,D,1.0,1.0,D,8.5,4.5,1.4,7.0,3.75,1.4
0.0,1.0,A,0.0,0.0,D,2.25,3.3,3.25,2.3,3.2,3.1
1.0,1.0,D,0.0,0.0,D,3.0,3.3,2.4,2.75,3.2,2.25
1.0,0.0,H,0.0,0.0,D,2.1,3.4,3.5,2.0,3.2,3.2
0.0,6.0,A,0.0,3.0,A,6.0,4.0,1.57,5.5,3.6,1.5
0.0,0.0,D,0.0,0.0,D,2.2,3.3,3.4,2.0,3.3,3.1
0.0,2.0,A,0.0,1.0,A,1.9,3.4,4.33,1.73,3.4,4.0
1.0,2.0,A,0.0,0.0,D,2.2,3.3,3.4,2.05,3.2,3.1
1.0,1.0,D,1.0,0.0,H,1.66,3.6,5.5,1.67,3.4,4.33
3.0,1.0,H,0.0,0.0,D,1.5,4.0,7.0,1.44,3.6,6.5
2.0,1.0,H,0.0,0.0,D,1.83,3.5,4.5,1.8,3.25,3.8
1.0,1.0,D,0.0,0.0,D,1.22,6.0,15.0,1.2,5.0,11.0
0.0,1.0,A,0.0,1.0,A,3.8,3.4,2.0,3.2,3.2,2.0
2.0,0.0,H,2.0,0.0,H,1.33,5.0,10.0,1.29,4.5,8.0
1.0,1.0,D,1.0,0.0,H,6.0,4.0,1.57,5.5,3.5,1.53
0.0,2.0,A,0.0,1.0,A,3.4,3.25,2.2,3.0,3.4,2.0
0.0,1.0,A,0.0,0.0,D,2.1,3.3,3.6,2.1,3.2,3.0
2.0,1.0,H,1.0,0.0,H,1.36,5.0,8.5,1.36,4.0,7.0
1.0,1.0,D,1.0,1.0,D,2.62,3.3,2.7,2.5,3.25,2.4
5.0,1.0,H,2.0,0.0,H,1.8,3.3,5.0,1.8,3.1,4.0
3.0,1.0,H,2.0,1.0,H,2.37,3.3,3.0,2.25,3.2,2.75
2.0,0.0,H,2.0,0.0,H,1.83,3.5,4.5,1.83,3.0,4.0
2.0,2.0,D,1.0,0.0,H,2.75,3.25,2.6,2.75,3.1,2.3
2.0,1.0,H,1.0,0.0,H,2.5,3.1,3.0,2.3,3.1,2.75
2.0,3.0,A,2.0,0.0,H,1.83,3.5,4.5,1.83,3.3,3.6
3.0,2.0,H,2.0,1.0,H,2.3,3.1,3.4,2.2,3.0,3.0
1.0,1.0,D,0.0,0.0,D,1.9,3.5,4.0,1.8,3.3,3.75
2.0,2.0,D,2.0,2.0,D,2.5,3.3,2.87,2.38,3.1,2.62
0.0,0.0,D,0.0,0.0,D,2.1,3.2,3.75,2.0,3.2,3.2
2.0,2.0,D,0.0,0.0,D,2.25,3.3,3.25,2.1,3.2,3.0
0.0,1.0,A,0.0,0.0,D,2.1,3.3,3.6,2.1,3.2,3.0
2.0,6.0,A,1.0,2.0,A,13.0,5.5,1.25,10.0,4.5,1.25
0.0,2.0,A,0.0,0.0,D,1.53,3.8,7.0,1.53,3.5,5.5
3.0,1.0,H,1.0,1.0,D,1.25,5.5,13.0,1.3,4.33,8.0
2.0,0.0,H,1.0,0.0,H,1.57,4.0,6.0,1.6,3.4,4.8
2.0,0.0,H,0.0,0.0,D,2.2,3.4,3.25,2.1,3.3,2.88
4.0,1.0,H,3.0,1.0,H,1.16,7.0,17.0,1.12,6.0,15.0
2.0,0.0,H,1.0,0.0,H,2.0,3.5,3.75,1.95,3.3,3.25
0.0,1.0,A,0.0,1.0,A,2.2,3.4,3.25,2.1,3.2,3.0
1.0,0.0,H,0.0,0.0,D,1.66,3.6,5.5,1.67,3.2,4.8
1.0,0.0,H,0.0,0.0,D,1.66,3.6,5.5,1.62,3.5,4.5
0.0,2.0,A,0.0,0.0,D,6.0,4.2,1.53,5.0,3.6,1.53
4.0,1.0,H,1.0,0.0,H,2.0,3.6,3.6,1.91,3.5,3.2
1.0,1.0,D,0.0,0.0,D,1.14,8.0,17.0,1.12,6.0,15.0
0.0,4.0,A,0.0,1.0,A,5.5,4.2,1.57,5.0,3.8,1.5
3.0,1.0,H,1.0,0.0,H,1.8,3.5,4.75,1.91,2.88,4.0
8.0,1.0,H,2.0,0.0,H,2.1,3.3,3.6,2.05,3.2,3.1
0.0,1.0,A,0.0,0.0,D,3.3,3.6,2.1,2.8,3.4,2.1
0.0,1.0,A,0.0,1.0,A,4.33,3.75,1.8,4.2,3.4,1.7
0.0,2.0,A,0.0,0.0,D,2.62,3.4,2.62,2.5,3.1,2.5
2.0,2.0,D,1.0,1.0,D,3.2,3.5,2.2,2.8,3.4,2.1
0.0,2.0,A,0.0,1.0,A,12.0,6.5,1.22,9.5,5.5,1.2
1.0,0.0,H,1.0,0.0,H,1.2,6.5,15.0,1.17,5.5,12.0
3.0,1.0,H,3.0,0.0,H,1.83,3.5,4.5,1.8,3.1,4.0
2.0,3.0,A,1.0,1.0,D,2.0,3.3,4.0,1.95,3.1,3.5
2.0,1.0,H,1.0,1.0,D,2.6,3.2,2.8,2.5,2.9,2.62
2.0,1.0,H,0.0,0.0,D,3.2,3.4,2.25,2.9,3.2,2.15
0.0,1.0,A,0.0,0.0,D,5.5,3.6,1.67,5.5,3.3,1.57
2.0,1.0,H,2.0,0.0,H,1.91,3.4,4.2,1.83,3.2,3.75
4.0,2.0,H,0.0,0.0,D,1.91,3.4,4.33,1.91,3.2,3.5
4.0,0.0,H,3.0,0.0,H,1.33,5.0,10.0,1.3,4.2,8.5
1.0,1.0,D,1.0,1.0,D,1.29,5.5,11.0,1.25,4.5,10.0
1.0,1.0,D,1.0,1.0,D,1.57,3.75,7.0,1.57,3.8,6.0
1.0,0.0,H,1.0,0.0,H,6.5,3.75,1.57,6.0,3.8,1.57
2.0,1.0,H,0.0,0.0,D,1.36,4.5,10.0,1.36,4.5,9.5
1.0,0.0,H,0.0,0.0,D,1.8,3.5,4.75,1.83,3.4,4.5
3.0,2.0,H,1.0,0.0,H,5.0,3.6,1.73,5.0,3.6,1.7
1.0,2.0,A,0.0,0.0,D,1.5,4.0,7.0,1.44,4.2,7.5
1.0,2.0,A,0.0,0.0,D,2.88,3.25,2.5,2.62,3.3,2.62
3.0,0.0,H,0.0,0.0,D,2.3,3.25,3.2,2.25,3.3,3.2
0.0,1.0,A,0.0,1.0,A,8.5,4.5,1.4,8.5,4.33,1.4
0.0,1.0,A,0.0,1.0,A,4.8,3.4,1.8,4.8,3.3,1.8
3.0,0.0,H,2.0,0.0,H,1.44,4.0,9.0,1.44,4.0,8.0
0.0,0.0,D,0.0,0.0,D,1.83,3.5,4.5,1.91,3.3,4.2
0.0,3.0,A,0.0,2.0,A,2.1,3.3,3.75,2.1,3.3,3.5
0.0,5.0,A,0.0,2.0,A,2.5,3.25,2.88,2.5,3.2,2.88
2.0,1.0,H,1.0,0.0,H,1.57,3.6,7.0,1.62,3.6,6.0
4.0,1.0,H,2.0,1.0,H,2.5,3.25,2.88,2.4,3.3,2.9
0.0,0.0,D,0.0,0.0,D,3.0,3.25,2.4,3.0,3.2,2.38
1.0,1.0,D,1.0,1.0,D,1.4,4.33,9.0,1.4,4.33,8.5
0.0,3.0,A,0.0,1.0,A,2.2,3.3,3.4,2.25,3.2,3.3
0.0,4.0,A,0.0,2.0,A,4.5,3.5,1.83,4.75,3.4,1.8
2.0,1.0,H,2.0,0.0,H,2.25,3.3,3.3,2.2,3.3,3.3
2.0,1.0,H,1.0,1.0,D,3.0,3.0,2.6,2.9,3.1,2.5
1.0,3.0,A,1.0,1.0,D,4.33,3.3,1.91,4.2,3.3,1.91
1.0,2.0,A,0.0,1.0,A,1.62,3.75,5.75,1.7,3.4,5.5
2.0,1.0,H,0.0,1.0,A,2.0,3.5,3.75,2.0,3.3,3.8
3.0,2.0,H,2.0,2.0,D,2.4,3.25,3.0,2.4,3.3,2.9
1.0,1.0,D,0.0,1.0,A,2.05,3.3,4.0,2.05,3.25,3.75
2.0,3.0,A,0.0,1.0,A,3.4,3.4,2.2,3.3,3.3,2.2
1.0,2.0,A,0.0,1.0,A,2.1,3.3,3.6,2.05,3.3,3.6
1.0,0.0,H,0.0,0.0,D,2.1,3.3,3.6,2.1,3.3,3.5
1.0,3.0,A,1.0,2.0,A,6.5,3.75,1.57,6.0,3.6,1.62
0.0,0.0,D,0.0,0.0,D,1.2,6.5,15.0,1.2,6.0,15.0
2.0,0.0,H,0.0,0.0,D,2.38,3.1,3.2,2.3,3.2,3.2
3.0,1.0,H,2.0,0.0,H,2.1,3.3,3.6,2.0,3.3,3.8
1.0,1.0,D,0.0,1.0,A,2.2,3.1,3.6,2.2,3.0,3.6
2.0,2.0,D,1.0,0.0,H,3.1,3.4,2.3,3.25,3.25,2.25
6.0,0.0,H,2.0,0.0,H,2.0,3.3,4.0,2.0,3.3,3.8
0.0,0.0,D,0.0,0.0,D,1.73,3.6,5.0,1.7,3.4,5.5
1.0,2.0,A,1.0,2.0,A,3.25,3.3,2.25,2.9,3.3,2.4
1.0,2.0,A,0.0,0.0,D,1.2,6.0,17.0,1.2,5.75,17.0
2.0,1.0,H,2.0,1.0,H,1.57,3.75,6.5,1.57,3.6,6.5
0.0,2.0,A,0.0,0.0,D,3.75,3.25,2.1,3.6,3.25,2.1
1.0,2.0,A,0.0,2.0,A,2.3,3.25,3.2,2.25,3.25,3.25
2.0,0.0,H,0.0,0.0,D,1.22,6.0,15.0,1.2,6.0,15.0
0.0,1.0,A,0.0,0.0,D,1.8,3.4,5.0,1.8,3.4,4.6
1.0,2.0,A,0.0,2.0,A,2.6,3.3,2.75,2.5,3.3,2.8
0.0,2.0,A,0.0,1.0,A,9.0,4.75,1.36,9.5,4.5,1.36
2.0,0.0,H,1.0,0.0,H,2.5,3.25,3.0,2.5,3.25,2.8
2.0,1.0,H,2.0,1.0,H,3.0,3.3,2.38,3.1,3.3,2.3
0.0,2.0,A,0.0,1.0,A,6.0,3.75,1.62,6.0,3.8,1.57
1.0,1.0,D,0.0,0.0,D,6.0,3.75,1.62,6.0,3.8,1.57
1.0,0.0,H,0.0,0.0,D,2.25,3.25,3.25,2.2,3.3,3.3
0.0,1.0,A,0.0,0.0,D,2.1,3.3,3.6,2.1,3.25,3.6
2.0,0.0,H,2.0,0.0,H,1.5,4.0,7.0,1.44,4.2,7.5
2.0,2.0,D,2.0,1.0,H,1.73,3.6,5.0,1.75,3.4,5.0
2.0,3.0,A,2.0,0.0,H,3.2,3.3,2.25,3.25,3.25,2.25
2.0,1.0,H,1.0,0.0,H,1.67,3.4,6.0,1.62,3.6,6.0
0.0,1.0,A,0.0,1.0,A,1.73,3.75,4.75,1.67,3.8,5.0
1.0,3.0,A,0.0,2.0,A,1.83,3.4,4.75,1.83,3.3,4.6
3.0,1.0,H,0.0,1.0,A,1.36,4.5,10.0,1.36,4.5,9.5
0.0,0.0,D,0.0,0.0,D,1.83,3.25,5.0,1.83,3.3,4.6
0.0,0.0,D,0.0,0.0,D,2.4,3.25,3.0,2.5,3.2,2.88
0.0,0.0,D,0.0,0.0,D,2.25,3.25,3.3,2.2,3.2,3.4
3.0,2.0,H,1.0,2.0,A,1.4,4.33,9.0,1.33,4.5,11.0
4.0,0.0,H,0.0,0.0,D,1.2,6.5,15.0,1.2,6.0,15.0
0.0,5.0,A,0.0,1.0,A,6.0,3.7,1.62,6.5,3.5,1.6
1.0,0.0,H,0.0,0.0,D,2.62,3.25,2.75,2.4,3.2,3.0
2.0,1.0,H,1.0,1.0,D,3.25,3.3,2.25,3.2,3.2,2.3
2.0,2.0,D,1.0,1.0,D,3.0,3.25,2.4,3.0,3.25,2.38
1.0,1.0,D,0.0,0.0,D,2.1,3.25,3.75,2.05,3.3,3.6
1.0,1.0,D,0.0,1.0,A,7.5,4.0,1.5,6.5,3.8,1.53
2.0,1.0,H,1.0,1.0,D,2.2,3.3,3.4,2.2,3.2,3.4
0.0,3.0,A,0.0,0.0,D,2.2,3.3,3.4,2.15,3.3,3.4
0.0,1.0,A,0.0,1.0,A,1.91,3.25,4.5,1.91,3.2,4.33
3.0,0.0,H,1.0,0.0,H,1.44,4.33,7.5,1.44,4.33,7.0
1.0,1.0,D,0.0,0.0,D,1.83,3.5,4.5,1.83,3.3,4.6
2.0,0.0,H,1.0,0.0,H,2.05,3.3,4.0,1.95,3.3,4.0
0.0,2.0,A,0.0,0.0,D,6.0,3.75,1.62,6.0,3.8,1.57
0.0,4.0,A,0.0,1.0,A,2.6,3.3,2.75,2.6,3.2,2.75
2.0,1.0,H,2.0,0.0,H,1.83,3.5,4.5,1.95,3.25,3.3
4.0,4.0,D,1.0,1.0,D,1.44,4.5,7.5,1.36,4.0,7.0
3.0,2.0,H,1.0,1.0,D,1.67,3.75,5.5,1.67,3.3,4.5
0.0,1.0,A,0.0,0.0,D,2.6,3.3,2.75,2.38,3.1,2.62
2.0,0.0,H,1.0,0.0,H,2.38,3.3,3.0,2.25,3.2,2.75
0.0,3.0,A,0.0,1.0,A,8.0,4.33,1.44,7.0,3.75,1.4
1.0,0.0,H,0.0,0.0,D,1.33,5.0,10.0,1.36,3.75,8.0
2.0,0.0,H,2.0,0.0,H,1.2,6.0,19.0,1.2,5.0,11.0
2.0,0.0,H,0.0,0.0,D,2.88,3.3,2.5,2.5,3.25,2.4
1.0,0.0,H,0.0,0.0,D,2.6,3.3,2.75,2.4,3.1,2.6
5.0,0.0,H,3.0,0.0,H,1.17,6.5,21.0,1.2,6.0,15.0
1.0,0.0,H,0.0,0.0,D,1.67,3.75,5.5,1.73,3.5,5.0
4.0,3.0,H,3.0,1.0,H,1.17,7.0,17.0,1.17,6.5,19.0
1.0,1.0,D,0.0,1.0,A,2.0,3.3,4.0,2.05,3.3,3.6
1.0,2.0,A,0.0,1.0,A,1.91,3.4,4.2,2.0,3.3,3.8
2.0,1.0,H,1.0,0.0,H,8.0,4.5,1.4,8.0,4.5,1.4
2.0,1.0,H,0.0,1.0,A,3.5,3.3,2.1,3.5,3.3,2.1
2.0,2.0,D,0.0,1.0,A,2.5,3.3,2.88,2.4,3.3,2.9
2.0,0.0,H,0.0,0.0,D,3.0,3.3,2.38,3.25,3.25,2.25
2.0,0.0,H,0.0,0.0,D,3.0,3.3,2.38,3.1,3.3,2.3
2.0,1.0,H,1.0,0.0,H,3.25,3.25,2.3,3.1,3.1,2.4
0.0,1.0,A,0.0,0.0,D,2.25,3.25,3.4,2.2,3.2,3.4
3.0,0.0,H,2.0,0.0,H,1.2,6.0,19.0,1.22,5.5,15.0
1.0,2.0,A,1.0,0.0,H,2.38,3.3,3.0,2.3,3.3,3.1
1.0,3.0,A,0.0,0.0,D,2.6,3.25,2.8,2.5,3.3,2.8
0.0,0.0,D,0.0,0.0,D,1.8,3.4,5.0,1.73,3.5,5.0
1.0,2.0,A,1.0,1.0,D,1.7,3.8,5.0,1.67,3.8,5.0
0.0,2.0,A,0.0,1.0,A,8.0,4.33,1.44,7.5,4.2,1.44
2.0,1.0,H,1.0,0.0,H,2.38,3.25,3.1,2.38,3.25,3.0
1.0,2.0,A,1.0,1.0,D,2.25,3.3,3.3,2.15,3.3,3.4
0.0,2.0,A,0.0,0.0,D,1.5,4.0,7.0,1.53,3.75,7.0
1.0,2.0,A,1.0,0.0,H,2.0,3.4,3.8,2.05,3.3,3.6
0.0,2.0,A,0.0,1.0,A,6.0,3.75,1.62,6.0,3.8,1.57
2.0,1.0,H,1.0,0.0,H,3.3,3.3,2.25,3.1,3.3,2.3
5.0,0.0,H,2.0,0.0,H,1.14,7.5,23.0,1.14,7.5,19.0
2.0,2.0,D,0.0,1.0,A,2.1,3.3,3.6,2.05,3.25,3.75
0.0,3.0,A,0.0,3.0,A,12.0,5.0,1.3,11.0,5.0,1.3
0.0,0.0,D,0.0,0.0,D,2.5,3.25,2.88,2.5,3.2,2.88
1.0,1.0,D,0.0,1.0,A,1.83,3.5,4.5,1.83,3.4,4.5
2.0,2.0,D,1.0,2.0,A,2.88,3.25,2.5,2.9,3.3,2.4
0.0,0.0,D,0.0,0.0,D,5.0,3.6,1.73,4.2,3.4,1.75
0.0,0.0,D,0.0,0.0,D,1.2,6.0,19.0,1.2,5.5,12.0
0.0,0.0,D,0.0,0.0,D,1.25,5.5,15.0,1.22,5.25,11.0
3.0,0.0,H,1.0,0.0,H,3.25,3.4,2.2,3.4,3.25,2.0
1.0,3.0,A,0.0,2.0,A,1.91,3.4,4.33,1.9,3.25,3.75
2.0,2.0,D,1.0,0.0,H,1.8,3.6,4.5,1.8,3.25,4.2
1.0,0.0,H,0.0,0.0,D,2.2,3.3,3.4,2.1,3.2,3.2
0.0,1.0,A,0.0,1.0,A,2.1,3.4,3.5,2.1,3.2,3.2
1.0,0.0,H,1.0,0.0,H,1.73,3.75,4.75,1.7,3.4,4.5
1.0,0.0,H,0.0,0.0,D,2.5,3.3,2.88,2.5,3.2,2.6
0.0,0.0,D,0.0,0.0,D,1.57,3.8,6.5,1.57,3.5,5.0
0.0,0.0,D,0.0,0.0,D,2.2,3.3,3.4,2.1,3.1,3.1
1.0,1.0,D,0.0,1.0,A,2.4,3.4,2.88,2.25,3.2,2.75
1.0,4.0,A,1.0,3.0,A,2.25,3.3,3.3,2.25,3.2,2.75
2.0,1.0,H,0.0,0.0,D,1.73,3.6,5.0,1.83,3.2,3.75
1.0,2.0,A,1.0,0.0,H,1.8,3.4,5.0,1.67,3.3,4.5
0.0,1.0,A,0.0,1.0,A,4.33,3.6,1.83,4.33,3.2,1.73
3.0,2.0,H,0.0,0.0,D,2.1,3.3,3.6,2.0,3.2,3.2
0.0,1.0,A,0.0,0.0,D,1.91,3.5,4.0,1.95,3.25,3.3
