FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA
0,0,D,0,0,D,1.61,3.6,5.5,1.6,3.5,6.0,1.65,3.3,4.4,1.57,3.5,5.0,1.615,3.4,6.0,1.7,3.0,5.0
2,0,H,0,0,D,1.9,3.3,4.0,1.9,3.3,4.0,1.9,3.1,3.5,1.8,3.2,4.0,1.833,3.25,4.333,1.8,3.3,3.75
2,1,H,1,0,H,2.2,3.2,3.25,2.15,3.25,3.25,2.1,3.0,3.1,2.1,3.2,3.0,2.0,3.3,3.6,2.1,3.2,3.0
0,1,A,0,0,D,2.1,3.2,3.5,2.1,3.2,3.4,2.0,3.1,3.2,2.1,3.2,3.0,2.1,3.2,3.4,2.05,3.2,3.1
1,0,H,0,0,D,2.0,3.2,3.75,1.95,3.3,3.75,1.9,3.1,3.7,1.83,3.2,3.75,1.909,3.25,4.0,1.83,3.2,3.75
0,3,A,0,2,A,2.5,3.2,2.75,2.35,3.25,2.85,2.3,3.0,2.7,2.25,3.2,2.75,2.3,3.2,3.0,2.3,3.1,2.75
1,1,D,1,1,D,2.5,3.2,2.75,2.4,3.25,2.8,2.3,3.0,2.7,2.38,3.2,2.6,2.4,3.25,2.8,2.4,3.1,2.6
1,2,A,1,2,A,2.75,3.2,2.5,2.8,3.25,2.4,2.5,3.0,2.5,2.75,3.2,2.25,2.62,3.3,2.5,2.62,3.1,2.37
4,1,H,1,1,D,1.22,5.5,13.0,1.22,5.75,12.0,1.25,4.5,9.0,1.22,5.0,10.0,1.22,5.5,12.0,1.22,5.0,9.5
0,0,D,0,0,D,2.62,3.2,2.6,2.65,3.25,2.55,2.7,3.0,2.3,2.5,3.2,2.5,2.75,3.2,2.5,2.75,3.1,2.3
2,0,H,1,0,H,2.3,3.25,3.0,2.2,3.25,3.15,2.0,3.1,3.2,2.1,3.2,3.0,2.2,3.2,3.2,2.1,3.2,3.0
4,0,H,2,0,H,1.2,5.5,17.0,1.17,6.5,15.0,1.17,5.5,11.0,1.2,5.0,11.0,1.17,6.5,15.0,1.14,6.0,12.0
1,0,H,1,0,H,2.1,3.25,3.4,2.0,3.25,3.65,2.0,3.1,3.2,1.83,3.2,3.75,2.05,3.2,3.6,1.9,3.2,3.5
1,0,H,0,0,D,2.5,3.2,2.75,2.45,3.3,2.7,2.3,3.0,2.7,2.5,3.2,2.5,2.5,3.2,2.75,2.5,3.1,2.5
2,1,H,0,0,D,1.61,3.6,5.5,1.62,3.5,5.5,1.65,3.3,4.4,1.62,3.25,5.0,1.67,3.4,5.5,1.6,3.3,5.0
0,2,A,0,1,A,4.33,3.3,1.83,4.0,3.4,1.85,3.8,3.1,1.8,3.75,3.25,1.8,4.33,3.25,1.83,4.0,3.1,1.8
2,3,A,1,3,A,2.37,3.1,3.0,2.3,3.25,2.95,2.3,3.0,2.7,2.38,3.0,2.75,2.3,3.2,3.0,2.3,3.1,2.75
1,2,A,0,0,D,2.5,3.2,2.75,2.35,3.25,2.85,2.4,3.0,2.6,2.38,3.2,2.6,2.5,3.2,2.75,2.4,3.1,2.6
1,0,H,1,0,H,2.1,3.25,3.4,2.1,3.25,3.35,1.9,3.1,3.5,2.1,3.2,3.0,2.1,3.2,3.4,1.95,3.25,3.3
0,3,A,0,1,A,1.83,3.3,4.33,1.85,3.3,4.25,2.0,3.1,3.2,1.83,3.2,3.75,1.85,3.25,4.33,1.83,3.2,3.75
0,2,A,0,0,D,5.0,3.6,1.66,6.0,3.45,1.6,4.2,3.2,1.7,5.0,3.5,1.57,6.0,3.5,1.6,5.5,3.3,1.57
0,1,A,0,1,A,2.37,3.25,2.87,2.35,3.25,2.9,2.3,3.0,2.7,2.25,3.2,2.75,2.3,3.2,3.0,2.25,3.2,2.75
2,0,H,0,0,D,1.12,7.5,19.0,1.12,7.0,21.0,1.17,5.5,11.0,1.11,7.0,13.0,1.12,7.0,21.0,1.1,6.5,17.0
0,1,A,0,0,D,1.72,3.3,5.0,1.7,3.35,5.25,1.65,3.3,4.4,1.62,3.25,5.0,1.67,3.3,5.5,1.57,3.3,5.5
1,1,D,1,0,H,1.4,3.75,10.0,1.36,4.2,9.0,1.4,3.9,6.0,1.4,3.75,7.0,1.36,4.33,8.5,1.4,3.5,8.0
2,1,H,1,0,H,5.0,3.3,1.72,5.5,3.35,1.67,4.0,3.2,1.75,5.0,3.5,1.57,5.0,3.3,1.73,5.0,3.3,1.61
1,1,D,0,1,A,1.61,3.4,6.0,1.62,3.5,5.6,1.7,3.2,4.2,1.62,3.5,4.5,1.62,3.6,5.5,1.66,3.3,4.5
0,0,D,0,0,D,2.5,3.2,2.75,2.5,3.25,2.7,2.3,3.0,2.7,2.4,3.25,2.5,2.4,3.25,2.8,2.4,3.1,2.6
1,2,A,1,1,D,2.0,3.2,3.75,2.1,3.15,3.5,2.2,3.0,2.9,1.91,3.2,3.5,2.0,3.3,3.6,1.95,3.1,3.5
0,0,D,0,0,D,2.0,3.2,3.75,1.95,3.2,3.95,1.8,3.1,3.8,1.83,3.2,3.75,1.91,3.25,4.0,1.9,3.1,3.6
4,0,H,2,0,H,2.5,3.2,2.75,2.5,3.2,2.75,2.3,3.0,2.7,2.5,3.2,2.5,2.5,3.2,2.7,2.5,2.9,2.62
1,1,D,1,0,H,2.6,3.25,2.6,2.6,3.2,2.6,2.4,3.0,2.6,2.5,3.2,2.5,2.7,3.2,2.5,2.62,3.2,2.3
0,2,A,0,0,D,6.0,3.6,1.57,7.0,3.5,1.53,4.6,3.4,1.6,6.0,3.4,1.5,6.5,3.6,1.533,6.5,3.6,1.44
1,2,A,0,0,D,2.2,3.1,3.3,2.1,3.25,3.4,2.1,3.0,3.1,1.83,3.2,3.75,2.1,3.2,3.4,2.1,3.2,3.0
1,1,D,1,1,D,2.3,3.25,3.0,2.3,3.2,3.0,2.3,3.0,2.7,2.25,3.2,2.75,2.3,3.2,3.0,2.25,3.2,2.75
1,1,D,1,0,H,2.37,3.2,2.9,2.3,3.2,3.0,2.3,3.0,2.7,2.2,3.2,2.8,2.3,3.2,3.0,2.37,3.1,2.62
0,3,A,0,0,D,2.4,3.25,2.8,2.35,3.25,2.9,2.3,3.0,2.7,2.2,3.2,2.8,2.375,3.2,2.875,2.25,3.2,2.75
0,0,D,0,0,D,2.7,3.1,2.6,2.8,3.2,2.45,2.5,3.0,2.5,2.6,3.2,2.38,2.8,3.25,2.4,2.75,3.2,2.25
0,1,A,0,0,D,2.1,3.25,3.4,2.05,3.25,3.5,2.0,3.1,3.2,2.0,3.2,3.2,2.05,3.2,3.6,1.9,3.2,3.5
1,1,D,0,1,A,2.7,3.1,2.6,2.7,3.25,2.5,2.5,3.0,2.5,2.75,3.25,2.2,2.6,3.2,2.6,2.62,3.1,2.37
2,0,H,2,0,H,1.4,4.0,9.0,1.35,4.25,9.5,1.4,3.9,6.0,1.33,4.0,8.0,1.363,4.333,8.5,1.33,4.0,8.0
2,2,D,0,0,D,3.4,3.25,2.1,3.4,3.2,2.1,2.9,3.0,2.2,3.5,3.2,1.91,3.4,3.0,2.2,3.2,3.0,2.1
1,0,H,1,0,H,1.72,3.4,5.0,1.73,3.3,5.0,1.75,3.2,4.0,1.62,3.25,5.0,1.67,3.4,5.25,1.83,3.0,4.0
2,1,H,1,1,D,1.22,5.5,13.0,1.2,5.5,15.0,1.27,4.3,8.5,1.17,5.5,12.0,1.22,5.5,12.0,1.2,5.0,11.0
0,1,A,0,0,D,1.9,3.25,4.0,1.83,3.2,4.5,1.85,3.1,3.6,1.67,3.25,4.5,1.83,3.25,4.33,1.83,3.0,4.0
1,2,A,0,1,A,1.3,4.33,13.0,1.3,4.5,11.0,1.33,4.0,7.5,1.22,5.0,10.0,1.25,5.0,12.0,1.33,3.75,9.0
1,0,H,1,0,H,2.1,3.25,3.4,2.0,3.25,3.65,2.0,3.1,3.2,1.91,3.25,3.4,2.0,3.2,3.75,2.15,3.0,3.1
1,2,A,0,2,A,2.75,3.2,2.5,2.8,3.2,2.4,2.6,3.0,2.4,2.75,3.2,2.25,2.8,3.25,2.4,2.7,3.0,2.37
0,0,D,0,0,D,5.0,3.4,1.72,5.5,3.4,1.65,4.2,3.2,1.7,4.33,3.2,1.73,4.75,3.5,1.7,4.5,3.3,1.66
0,2,A,0,1,A,1.57,3.5,6.5,1.55,3.5,6.5,1.55,3.5,4.8,1.5,3.4,6.0,1.53,3.6,6.5,1.53,3.3,6.0
1,0,H,1,0,H,1.61,3.4,6.0,1.55,3.5,6.5,1.65,3.3,4.4,1.57,3.5,5.0,1.57,3.6,6.0,1.57,3.3,5.5
2,0,H,0,0,D,1.8,3.3,4.5,1.8,3.3,4.5,1.85,3.1,3.6,1.73,3.2,4.33,1.8,3.3,4.5,1.72,3.1,4.5
2,3,A,1,0,H,2.5,3.2,2.75,2.4,3.2,2.8,2.4,3.0,2.8,2.1,3.2,3.0,2.5,3.2,2.7,2.3,3.2,2.62
2,3,A,2,3,A,5.0,3.6,1.66,5.0,3.6,1.65,4.6,3.2,1.7,5.5,3.5,1.53,5.0,3.6,1.67,5.5,3.3,1.57
0,0,D,0,0,D,2.8,3.25,2.4,2.85,3.2,2.37,2.6,3.0,2.4,2.75,3.2,2.25,2.88,3.2,2.38,2.62,3.1,2.37
1,1,D,1,0,H,2.5,3.2,2.75,2.45,3.2,2.75,2.4,3.0,2.6,2.5,3.2,2.5,2.5,3.2,2.7,2.5,3.1,2.5
1,0,H,0,0,D,1.33,4.5,9.5,1.33,4.5,9.0,1.35,4.0,7.0,1.29,4.33,9.0,1.33,4.5,9.0,1.28,4.33,8.5
2,3,A,0,1,A,2.1,3.25,3.4,2.1,3.2,3.4,2.2,3.0,3.1,2.1,3.2,3.0,2.1,3.2,3.4,2.1,3.0,3.2
1,4,A,1,2,A,3.25,3.0,2.3,3.4,3.0,2.2,3.2,2.8,2.3,3.0,3.2,2.1,3.6,3.05,2.1,3.1,3.0,2.15
2,0,H,0,0,D,1.83,3.3,4.33,1.8,3.3,4.5,1.75,3.2,4.0,1.8,3.2,4.0,1.8,3.3,4.5,1.72,3.25,4.2
2,1,H,0,0,D,2.6,3.2,2.62,2.75,3.2,2.45,2.6,3.0,2.6,2.6,3.2,2.38,2.7,3.2,2.5,2.6,3.1,2.4
5,1,H,0,1,A,1.28,4.5,13.0,1.26,5.0,11.0,1.3,4.2,8.0,1.17,5.5,12.0,1.25,5.0,12.0,1.25,4.5,10.0
1,0,H,0,0,D,1.61,3.4,6.0,1.62,3.4,6.0,1.6,3.5,5.0,1.53,3.5,5.5,1.67,3.4,5.25,1.57,3.3,5.5
1,1,D,0,0,D,1.72,3.3,4.5,1.7,3.3,5.1,1.7,3.2,4.2,1.57,3.25,5.5,1.65,3.5,5.2,1.66,3.1,5.0
1,3,A,0,1,A,7.5,3.6,1.5,7.5,3.5,1.5,5.6,3.5,1.55,7.0,3.75,1.4,7.0,3.7,1.5,7.5,3.6,1.4
2,0,H,0,0,D,1.61,3.4,6.0,1.6,3.5,5.75,1.6,3.4,4.6,1.62,3.25,5.0,1.62,3.5,5.6,1.57,3.3,5.5
2,1,H,1,1,D,6.0,3.4,1.61,6.0,3.6,1.57,5.6,3.5,1.55,6.0,3.75,1.44,6.0,3.6,1.57,6.0,3.4,1.5
1,0,H,1,0,H,2.6,3.25,2.6,2.75,3.2,2.45,2.5,3.0,2.5,2.5,3.2,2.5,2.75,3.3,2.4,2.62,2.9,2.5
0,1,A,0,1,A,2.37,3.1,3.0,2.35,3.1,3.0,2.4,3.0,2.8,2.38,3.0,2.75,2.38,3.2,2.88,2.37,2.8,2.9
2,1,H,1,0,H,1.9,3.25,4.0,1.9,3.25,4.0,1.9,3.1,3.5,1.8,3.2,4.0,1.91,3.25,4.0,1.9,2.87,4.0
1,1,D,0,1,A,1.83,3.25,4.5,1.75,3.25,5.0,1.75,3.2,4.0,1.67,3.25,4.5,1.73,3.4,4.75,1.72,3.2,4.33
1,0,H,0,0,D,1.5,3.75,7.0,1.44,3.75,7.5,1.5,3.7,5.7,1.5,3.4,6.0,1.45,4.0,7.0,1.44,3.25,8.0
0,2,A,0,1,A,2.0,3.2,3.75,2.0,3.2,3.7,2.1,3.0,3.1,1.83,3.2,3.75,2.0,3.2,3.75,1.9,3.1,3.6
2,0,H,0,0,D,2.0,3.2,3.75,2.1,3.1,3.5,2.0,3.1,3.2,1.8,3.2,4.0,2.0,3.2,3.75,2.05,3.0,3.3
2,0,H,1,0,H,3.5,3.2,2.1,3.3,3.2,2.1,3.1,3.0,2.2,3.5,3.2,1.91,3.4,3.2,2.1,3.2,3.0,2.1
1,1,D,1,0,H,1.61,3.4,6.0,1.6,3.5,6.0,1.55,3.6,5.4,1.5,3.25,6.5,1.53,3.6,6.5,1.5,3.4,6.0
1,2,A,1,0,H,2.6,3.25,2.6,2.6,3.2,2.55,2.5,3.0,2.5,2.75,3.2,2.25,2.7,3.2,2.5,2.6,3.1,2.4
2,0,H,0,0,D,1.72,3.4,5.0,1.75,3.3,4.85,1.7,3.2,4.2,1.62,3.25,5.0,1.7,3.4,5.0,1.7,3.2,4.5
1,1,D,1,0,H,9.0,4.33,1.36,8.5,4.25,1.36,7.5,4.2,1.35,8.0,4.0,1.33,8.5,4.0,1.4,8.5,4.2,1.3
3,2,H,2,2,D,1.66,3.4,5.5,1.65,3.3,6.0,1.65,3.3,4.4,1.67,3.25,4.5,1.62,3.4,6.0,1.61,3.1,5.5
2,1,H,0,0,D,2.37,3.25,2.87,2.35,3.25,2.85,2.3,3.0,2.7,2.2,3.2,2.8,2.3,3.2,3.0,2.2,3.2,2.8
0,1,A,0,1,A,2.3,3.25,3.0,2.25,3.2,3.1,2.1,3.0,3.1,2.1,3.2,3.0,2.3,3.2,3.0,2.2,3.0,3.0
0,1,A,0,0,D,2.1,3.2,3.5,2.1,3.2,3.45,2.0,3.1,3.2,2.2,3.2,2.8,2.1,3.2,3.4,2.1,3.1,3.1
4,2,H,2,2,D,1.22,5.5,13.0,1.2,5.5,14.0,1.27,4.3,8.5,1.17,5.5,12.0,1.2,5.5,15.0,1.16,5.5,12.0
2,0,H,1,0,H,1.57,3.5,6.5,1.57,3.5,6.35,1.65,3.3,5.0,1.57,3.25,5.5,1.62,3.4,6.0,1.5,3.4,6.0
4,1,H,3,0,H,4.5,3.3,1.8,4.5,3.3,1.8,4.0,3.1,1.85,4.5,3.25,1.67,5.0,3.3,1.73,4.33,3.2,1.72
1,4,A,1,0,H,2.25,3.2,3.1,2.25,3.2,3.1,2.2,3.0,2.9,2.2,3.2,2.8,2.3,3.2,3.0,2.3,3.1,2.75
1,1,D,1,0,H,2.8,3.1,2.5,2.75,3.15,2.5,2.8,3.0,2.4,2.75,3.0,2.38,2.7,3.2,2.5,2.75,2.9,2.4
1,0,H,0,0,D,2.1,3.2,3.5,2.1,3.2,3.45,1.9,3.1,3.5,1.91,3.2,3.5,2.1,3.2,3.4,1.9,3.1,3.6
0,3,A,0,0,D,3.0,3.25,2.3,2.9,3.2,2.35,2.7,3.0,2.5,2.75,3.2,2.25,2.7,3.2,2.5,2.75,3.1,2.3
3,1,H,2,0,H,1.83,3.25,4.5,1.83,3.25,4.4,1.85,3.1,4.0,1.73,3.2,4.33,1.8,3.3,4.5,1.83,3.0,4.0
3,1,H,2,0,H,1.2,6.0,13.0,1.2,6.0,12.0,1.25,4.5,9.0,1.22,5.0,10.0,1.2,6.0,12.0,1.14,6.0,12.0
0,2,A,0,0,D,3.2,3.25,2.2,3.2,3.1,2.25,3.1,3.0,2.2,2.75,3.2,2.25,3.0,3.2,2.3,3.0,2.87,2.25
4,1,H,2,1,H,2.3,3.1,3.1,2.35,3.2,2.95,2.4,3.0,2.6,2.2,3.2,2.8,2.4,3.25,2.8,2.4,3.1,2.6
2,1,H,2,1,H,2.5,3.2,2.75,2.45,3.25,2.75,2.4,3.0,2.6,2.38,3.2,2.6,2.4,3.25,2.8,2.4,3.1,2.6
1,0,H,0,0,D,1.61,3.4,6.0,1.6,3.5,6.0,1.55,3.5,4.8,1.5,3.4,6.0,1.6,3.5,5.75,1.53,3.5,5.5
0,2,A,0,0,D,2.3,3.25,3.0,2.35,3.2,2.95,2.4,3.0,2.6,2.25,3.2,2.75,2.3,3.2,3.0,2.2,3.1,2.87
1,0,H,0,0,D,1.83,3.3,4.33,1.83,3.3,4.33,1.8,3.1,3.8,1.67,3.25,4.5,1.8,3.3,4.5,1.7,3.3,4.33
1,0,H,1,0,H,2.5,3.2,2.75,2.45,3.25,2.75,2.5,3.0,2.7,2.38,3.2,2.6,2.4,3.25,2.8,2.5,3.1,2.5
1,0,H,1,0,H,3.25,3.2,2.2,3.2,3.1,2.25,3.0,3.0,2.3,2.75,3.2,2.25,3.1,3.2,2.25,3.1,3.0,2.15
1,0,H,1,0,H,2.4,3.25,2.62,2.45,3.1,2.85,2.5,3.0,2.7,2.25,3.2,2.75,2.38,3.2,2.88,2.5,2.9,2.62
1,3,A,0,1,A,4.0,3.25,1.9,4.25,3.25,1.87,4.0,3.1,1.85,4.0,3.2,1.8,4.33,3.3,1.83,4.33,3.2,1.72
3,0,H,0,0,D,1.33,4.5,9.5,1.33,4.5,9.0,1.35,4.0,7.0,1.29,4.33,9.0,1.3,4.75,10.0,1.33,4.0,8.0
3,0,H,2,0,H,1.4,4.0,9.0,1.42,3.85,8.5,1.4,4.0,6.5,1.4,3.75,7.0,1.44,3.75,8.0,1.36,3.75,8.0
0,0,D,0,0,D,1.9,3.25,4.0,2.0,3.2,3.75,2.0,3.1,3.2,1.91,3.2,3.5,2.0,3.2,3.75,1.83,3.2,3.75
1,3,A,0,0,D,2.5,3.2,2.75,2.55,3.15,2.65,2.5,3.0,2.5,2.5,3.2,2.5,2.5,3.2,2.7,2.62,3.1,2.37
4,0,H,1,0,H,2.5,3.2,2.75,2.5,3.2,2.7,2.3,3.0,2.7,2.75,3.2,2.25,2.4,3.2,2.88,2.62,2.9,2.5
2,3,A,2,3,A,4.5,3.3,1.8,4.5,3.25,1.8,3.7,3.1,1.9,3.75,3.25,1.8,4.33,3.25,1.83,4.0,3.0,1.83
3,2,H,0,1,A,1.9,3.25,4.0,1.83,3.25,4.33,1.85,3.1,3.6,1.8,3.2,4.0,1.83,3.25,4.33,1.83,3.0,4.0
1,1,D,1,0,H,1.66,3.4,5.5,1.67,3.4,5.25,1.75,3.2,4.0,1.67,3.25,4.5,1.67,3.3,5.5,1.61,3.3,5.0
3,0,H,2,0,H,1.36,4.33,9.0,1.33,4.5,9.0,1.3,4.2,8.0,1.3,4.0,9.5,1.33,4.5,9.0,1.28,4.5,8.0
1,0,H,0,0,D,2.25,3.2,3.1,2.25,3.2,3.1,2.1,3.0,3.1,2.2,3.25,2.75,2.25,3.2,3.1,2.2,3.1,2.87
0,1,A,0,0,D,2.8,3.1,2.5,2.75,3.15,2.5,2.7,3.0,2.5,2.6,3.2,2.38,2.7,3.2,2.5,2.62,2.9,2.5
0,2,A,0,1,A,9.0,4.33,1.36,9.0,4.5,1.33,6.7,3.9,1.4,8.0,4.0,1.33,10.0,4.33,1.33,9.0,4.2,1.28
0,1,A,0,0,D,2.5,3.2,2.75,2.45,3.2,2.75,2.4,3.0,2.6,2.38,3.2,2.6,2.5,3.2,2.7,2.62,3.1,2.37
1,2,A,0,1,A,2.75,3.2,2.5,2.55,3.2,2.6,2.4,3.0,2.8,2.5,3.2,2.5,2.6,3.2,2.6,2.5,3.1,2.5
1,0,H,0,0,D,2.5,3.2,2.75,2.55,3.2,2.6,2.5,3.0,2.5,2.5,3.2,2.5,2.6,3.2,2.6,2.62,3.1,2.37
2,1,H,2,0,H,2.37,3.25,2.87,2.45,3.2,2.75,2.3,3.0,2.7,2.4,3.25,2.5,2.4,3.25,2.8,2.4,3.1,2.6
2,2,D,1,1,D,1.72,3.4,5.0,1.7,3.4,4.9,1.65,3.3,4.4,1.62,3.5,4.5,1.7,3.4,5.0,1.66,3.3,4.5
1,2,A,1,0,H,5.0,3.3,1.72,5.0,3.4,1.72,4.3,3.2,1.75,4.5,3.5,1.62,5.0,3.4,1.7,4.5,3.3,1.66
0,2,A,0,2,A,7.0,3.75,1.5,7.0,3.6,1.5,5.0,3.7,1.5,6.5,3.6,1.44,7.0,3.75,1.5,6.5,3.6,1.44
0,2,A,0,2,A,2.0,3.2,3.75,1.95,3.25,3.75,1.85,3.1,3.6,1.8,3.2,4.0,1.91,3.25,4.0,1.95,3.1,3.5
2,0,H,2,0,H,4.33,3.3,1.83,4.33,3.25,1.83,4.2,3.1,1.8,3.75,3.2,1.83,4.33,3.25,1.85,4.2,3.25,1.72
1,0,H,0,0,D,1.25,5.0,13.0,1.27,5.0,10.0,1.27,4.3,8.5,1.2,5.0,11.0,1.25,5.0,12.0,1.28,4.2,9.0
3,0,H,2,0,H,1.53,3.5,7.0,1.53,3.6,6.5,1.55,3.5,5.6,1.5,3.4,6.0,1.5,3.75,7.0,1.44,3.6,6.5
3,0,H,1,0,H,1.2,5.5,17.0,1.22,5.5,12.0,1.27,4.3,8.5,1.17,5.5,12.0,1.22,5.5,12.0,1.22,5.0,9.5
1,1,D,1,0,H,1.72,3.4,5.0,1.8,3.25,4.5,1.8,3.1,3.8,1.73,3.2,4.33,1.8,3.3,4.5,1.66,3.3,4.5
3,2,H,1,1,D,1.33,4.33,10.0,1.36,4.33,8.5,1.35,4.2,7.5,1.29,4.33,9.0,1.33,4.33,10.0,1.3,4.33,8.0
0,0,D,0,0,D,2.37,3.2,2.9,2.3,3.2,2.95,2.3,3.0,2.7,2.5,3.2,2.5,2.38,3.2,2.88,2.37,3.1,2.62
2,5,A,1,2,A,2.4,3.2,2.87,2.33,3.2,2.9,2.3,3.0,2.7,2.2,3.25,2.75,2.38,3.2,2.88,2.3,3.1,2.75
1,2,A,1,2,A,2.3,3.25,3.0,2.25,3.2,3.05,2.4,3.0,2.6,2.2,3.2,2.8,2.2,3.2,3.2,2.25,3.1,2.8
1,0,H,0,0,D,2.3,3.25,3.0,2.3,3.2,2.95,2.3,3.0,2.7,2.1,3.2,3.0,2.25,3.2,3.1,2.2,3.1,2.87
3,2,H,0,1,A,2.0,3.2,3.75,2.0,3.2,3.75,2.0,3.1,3.2,1.8,3.2,4.0,2.0,3.2,3.75,1.95,3.1,3.5
1,1,D,0,0,D,1.83,3.3,4.33,1.85,3.2,4.25,1.8,3.1,3.8,1.62,3.25,5.0,1.83,3.25,4.33,1.8,3.1,4.0
2,0,H,1,0,H,1.66,3.4,5.5,1.65,3.4,5.5,1.6,3.4,4.6,1.62,3.5,4.5,1.62,3.4,6.0,1.66,3.1,5.0
1,0,H,0,0,D,1.2,5.5,17.0,1.2,5.5,15.0,1.22,4.8,9.5,1.14,6.0,12.0,1.2,5.5,15.0,1.14,5.5,15.0
2,0,H,0,0,D,1.57,3.6,6.0,1.55,3.5,6.7,1.55,3.5,4.8,1.44,3.6,6.5,1.53,3.6,6.5,1.57,3.1,6.0
1,0,H,0,0,D,4.0,3.25,1.9,4.0,3.25,1.93,3.6,3.1,1.85,4.0,3.4,1.73,4.0,3.4,1.85,3.75,3.2,1.83
2,0,H,1,0,H,2.8,3.25,2.4,2.75,3.2,2.4,2.5,3.0,2.5,2.75,3.2,2.25,2.7,3.2,2.5,2.87,3.0,2.25
1,1,D,1,1,D,1.3,4.5,12.0,1.3,4.5,10.0,1.33,4.0,7.5,1.3,4.33,8.0,1.3,4.5,11.0,1.28,4.0,10.0
3,1,H,0,1,A,1.44,4.0,7.5,1.4,3.75,9.0,1.45,3.8,5.4,1.33,4.0,8.0,1.44,3.75,8.0,1.4,3.5,8.0
1,2,A,1,1,D,2.1,3.2,3.5,2.0,3.2,3.75,1.9,3.1,3.5,1.91,3.2,3.5,2.0,3.2,3.75,2.1,3.2,3.0
4,0,H,2,0,H,1.3,4.5,11.0,1.3,4.85,9.5,1.33,4.0,7.5,1.29,4.33,9.0,1.29,5.0,10.0,1.25,4.5,10.0
0,2,A,0,1,A,5.5,3.4,1.66,5.0,3.4,1.7,4.0,3.2,1.75,4.33,3.2,1.73,5.25,3.4,1.67,4.5,3.1,1.72
0,4,A,0,1,A,2.37,3.25,2.87,2.35,3.2,2.9,2.3,3.0,2.7,2.25,3.0,2.88,2.38,3.2,2.88,2.25,3.2,2.75
2,1,H,1,0,H,2.3,3.25,3.0,2.25,3.2,3.1,2.2,3.0,2.9,2.2,3.2,2.8,2.2,3.2,3.2,2.15,3.0,3.1
4,1,H,3,0,H,1.8,3.2,5.0,1.83,3.25,4.5,1.7,3.2,4.2,1.73,3.2,4.33,1.8,3.4,4.33,1.8,2.9,4.5
1,0,H,0,0,D,2.2,3.2,3.25,2.15,3.25,3.25,2.2,3.0,2.9,2.2,3.2,2.8,2.1,3.25,3.4,2.1,3.0,3.2
2,4,A,1,2,A,2.5,3.2,2.75,2.5,3.2,2.75,2.4,3.0,2.6,2.25,3.2,2.75,2.5,3.2,2.7,2.3,3.1,2.75
3,0,H,1,0,H,2.3,3.25,3.0,2.25,3.2,3.1,2.2,3.0,2.9,2.1,3.2,3.0,2.25,3.2,3.1,2.15,3.2,2.9
0,2,A,0,1,A,2.87,3.1,2.5,2.9,3.1,2.4,3.1,2.9,2.3,2.6,3.0,2.5,2.88,3.0,2.5,3.0,2.87,2.25
3,3,D,2,1,H,2.5,3.2,2.75,2.45,3.2,2.8,2.4,3.0,2.6,2.25,3.2,2.75,2.5,3.2,2.7,2.37,3.1,2.62
4,0,H,1,0,H,2.1,3.2,3.5,2.15,3.2,3.3,2.1,3.0,3.1,2.1,3.0,3.2,2.2,3.2,3.2,2.1,2.87,3.3
0,1,A,0,0,D,5.0,3.4,1.72,5.0,3.4,1.7,4.2,3.2,1.7,4.0,3.4,1.73,5.0,3.4,1.7,5.5,3.3,1.57
3,2,H,2,1,H,1.2,5.5,17.0,1.2,5.5,15.0,1.22,4.8,9.5,1.17,5.5,12.0,1.18,6.0,15.0,1.16,5.5,12.0
2,0,H,2,0,H,1.66,3.4,5.5,1.6,3.5,5.75,1.6,3.4,4.6,1.57,3.5,5.0,1.62,3.4,6.0,1.57,3.3,5.5
3,0,H,2,0,H,1.22,5.5,13.0,1.2,5.5,15.0,1.25,4.5,9.0,1.2,5.0,11.0,1.2,5.5,15.0,1.16,5.0,15.0
0,2,A,0,1,A,2.0,3.2,3.75,2.0,3.2,3.7,1.9,3.1,3.5,2.1,3.2,3.0,2.0,3.2,3.75,2.05,3.1,3.2
1,1,D,1,0,H,2.37,3.2,2.9,2.35,3.2,2.9,2.4,3.0,2.6,2.38,3.2,2.6,2.38,3.2,2.88,2.3,3.1,2.75
0,0,D,0,0,D,4.0,3.25,1.9,4.0,3.25,1.91,3.8,3.1,1.8,4.33,3.2,1.73,4.0,3.25,1.91,4.0,3.1,1.8
2,0,H,0,0,D,1.5,3.75,7.0,1.47,3.75,7.0,1.45,3.8,5.4,1.36,3.75,8.0,1.42,4.0,7.6,1.5,3.4,6.0
4,3,H,3,1,H,2.4,3.2,2.87,2.4,3.2,2.8,2.3,3.0,2.7,2.25,3.2,2.75,2.38,3.2,2.88,2.3,3.2,2.62
4,0,H,4,0,H,1.22,5.5,13.0,1.23,5.5,12.0,1.22,4.8,9.5,1.25,4.5,10.0,1.2,5.5,15.0,1.22,5.0,9.5
2,2,D,1,1,D,7.5,4.33,1.4,8.0,4.0,1.44,5.4,3.8,1.45,6.0,3.75,1.44,9.0,4.2,1.36,6.5,3.6,1.44
1,3,A,1,2,A,5.0,3.4,1.72,5.5,3.3,1.75,4.0,3.2,1.75,4.33,3.2,1.73,5.0,3.4,1.7,4.5,3.1,1.72
