FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5
3,1,H,1,1,D,24,5,13,2,1.286,5.0,7.5,1.3,4.5,9.0,1.35,4.0,7.0,1.29,4.5,8.0,1.29,4.5,8.5,1.286,4.5,8.5,1.28,4.5,8.0,1.65,1.95,1.66,2.1
1,0,H,1,0,H,18,8,6,4,2.2,3.2,2.875,2.22,3.15,3.0,2.1,3.0,3.1,2.1,3.2,3.0,2.2,3.2,2.88,2.2,3.2,2.875,2.1,3.2,3.0,2.0,1.6,2.2,1.61
4,2,H,2,1,H,12,11,4,3,2.1,3.25,3.0,2.1,3.25,3.15,2.1,3.0,3.1,2.1,3.2,3.0,2.1,3.25,3.0,2.1,3.25,3.0,2.0,3.2,3.2,1.75,1.85,2.0,1.72
1,0,H,1,0,H,10,12,7,4,1.4,3.75,7.5,1.4,3.9,7.5,1.4,3.7,6.5,1.4,3.75,7.0,1.4,3.75,7.5,1.4,3.75,7.5,1.4,3.6,7.5,1.65,1.95,1.72,2.0
1,2,A,0,2,A,7,6,5,4,2.5,3.2,2.5,2.55,3.15,2.55,2.4,2.9,2.7,2.38,3.2,2.6,2.4,3.2,2.6,2.4,3.2,2.6,2.6,3.1,2.4,1.9,1.7,2.0,1.72
3,2,H,0,1,A,13,5,7,5,1.615,3.4,5.0,1.75,3.33,4.44,1.75,3.2,4.0,1.62,3.5,4.5,1.67,3.4,4.5,1.667,3.4,4.5,1.61,3.3,5.0,1.75,1.85,1.9,1.8
2,5,A,2,2,D,13,15,8,9,1.8,3.25,4.0,1.85,3.2,4.0,2.0,3.1,3.2,1.8,3.25,3.75,1.85,3.2,3.75,1.85,3.2,3.75,1.8,3.1,4.0,1.9,1.7,2.1,1.66
0,1,A,0,0,D,10,12,4,6,2.5,3.2,2.5,2.45,3.15,2.65,2.4,3.0,2.6,2.4,3.25,2.5,2.4,3.2,2.6,2.4,3.2,2.6,2.5,3.1,2.5,1.9,1.7,2.0,1.72
2,2,D,0,1,A,16,20,12,15,2.625,3.2,2.375,2.37,3.2,2.72,2.3,3.0,2.7,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.62,2.9,2.5,1.85,1.75,1.9,1.8
4,1,H,1,1,D,11,6,4,2,1.727,3.25,4.333,1.8,3.25,4.2,1.75,3.2,4.0,1.73,3.5,3.75,1.8,3.25,4.0,1.8,3.25,4.0,1.72,3.2,4.33,1.8,1.8,1.8,1.9
0,1,A,0,0,D,13,15,7,8,2.3,3.2,2.7,2.25,3.2,2.9,2.2,3.0,2.9,2.2,3.25,2.75,2.3,3.2,2.75,2.3,3.2,2.75,2.25,3.2,2.75,1.7,1.9,1.72,2.0
0,1,A,0,0,D,15,3,6,2,2.5,3.2,2.5,2.4,3.15,2.7,2.4,3.0,2.6,2.6,3.2,2.38,2.4,3.2,2.6,2.4,3.2,2.6,2.5,3.1,2.5,1.85,1.75,2.0,1.72
2,1,H,0,1,A,9,4,7,1,2.5,3.2,2.5,2.4,3.15,2.7,2.4,3.0,2.6,2.25,3.2,2.75,2.38,3.2,2.63,2.375,3.2,2.625,2.5,3.1,2.5,1.8,1.8,1.8,1.9
2,1,H,1,1,D,11,3,6,1,1.25,5.0,9.0,1.3,4.5,9.0,1.3,4.2,8.0,1.25,4.5,10.0,1.25,4.5,10.0,1.25,4.75,10.0,1.25,5.0,8.0,1.65,1.95,1.66,2.1
4,2,H,1,1,D,15,11,10,6,2.25,3.25,2.75,2.15,3.2,3.05,2.2,3.0,2.9,2.2,3.2,2.8,2.2,3.2,2.88,2.2,3.2,2.88,2.2,3.0,3.0,1.85,1.75,2.0,1.72
1,1,D,1,1,D,16,8,8,5,1.66,3.4,4.5,1.72,3.3,4.55,1.75,3.2,4.0,1.73,3.4,4.0,1.67,3.2,5.0,1.67,3.2,5.0,1.66,3.3,4.5,1.75,1.85,1.83,1.83
2,0,H,0,0,D,13,8,5,2,1.9,3.25,3.5,2.02,3.25,3.3,2.1,3.0,3.1,2.1,3.2,3.0,2.0,3.25,3.25,2.0,3.25,3.25,1.83,3.3,3.6,1.8,1.8,1.9,1.8
1,2,A,1,1,D,12,9,7,5,1.5,3.5,6.0,1.52,3.55,5.95,1.55,3.4,5.0,1.53,3.5,5.5,1.53,3.4,6.0,1.53,3.4,6.0,1.44,3.6,6.5,1.7,1.9,1.83,1.83
0,2,A,0,2,A,9,13,4,8,4.0,3.25,1.8,3.98,3.35,1.8,3.5,3.1,1.9,3.75,3.25,1.8,4.0,3.25,1.8,4.0,3.25,1.8,3.75,3.3,1.8,1.7,1.9,1.8,1.9
1,3,A,0,3,A,13,14,5,4,2.4,3.2,2.6,2.35,3.2,2.7,2.4,3.0,2.6,2.38,3.2,2.6,2.3,3.2,2.7,2.3,3.2,2.7,2.5,3.1,2.5,1.85,1.75,2.0,1.72
3,0,H,2,0,H,16,7,9,1,2.2,3.25,2.8,2.2,3.25,2.9,2.2,3.0,2.9,2.2,3.25,2.75,2.2,3.2,2.88,2.2,3.2,2.88,2.1,3.3,2.87,1.8,1.8,1.83,1.83
0,3,A,0,2,A,7,11,2,5,3.25,3.25,2.0,3.45,3.25,1.95,3.1,3.0,2.1,3.4,3.25,1.91,3.25,3.25,2.0,3.25,3.25,2.0,3.4,3.25,1.9,1.85,1.75,1.8,1.9
0,1,A,0,0,D,5,15,3,7,6.5,3.75,1.444,7.0,3.6,1.45,4.8,3.5,1.55,6.5,3.6,1.44,6.5,3.75,1.44,7.0,3.75,1.4,7.0,3.5,1.44,1.7,1.95,1.72,2.0
1,3,A,0,1,A,7,3,6,3,4.0,3.25,1.8,3.9,3.25,1.85,3.5,3.1,1.9,3.75,3.25,1.8,4.0,3.25,1.8,4.0,3.25,1.8,3.75,3.2,1.83,1.7,1.9,1.9,1.8
1,0,H,1,0,H,18,11,11,5,2.2,3.25,2.8,2.25,3.2,2.9,2.1,3.0,3.1,2.1,3.2,3.0,2.2,3.2,2.88,2.2,3.2,2.875,2.1,3.2,3.0,1.8,1.8,1.9,1.8
2,1,H,1,0,H,19,14,10,6,2.25,3.25,2.75,2.35,3.25,2.7,2.2,3.0,2.9,2.2,3.2,2.8,2.3,3.2,2.7,2.3,3.2,2.7,2.3,3.2,2.62,1.8,1.8,1.9,1.8
2,1,H,2,1,H,17,8,10,5,2.25,3.25,2.75,2.35,3.25,2.7,2.3,3.0,2.7,2.2,3.25,2.75,2.3,3.2,2.7,2.3,3.2,2.7,2.3,3.2,2.62,1.9,1.7,2.0,1.72
1,0,H,1,0,H,10,12,7,3,1.727,3.5,4.0,1.8,3.4,4.0,1.7,3.2,4.2,1.67,3.4,4.33,1.67,3.4,4.5,1.667,3.4,4.5,1.8,3.3,3.75,1.75,1.85,1.8,1.9
1,1,D,0,1,A,17,2,10,2,1.444,3.75,6.5,1.5,3.8,5.8,1.45,3.8,5.4,1.5,3.4,6.0,1.5,3.5,6.0,1.533,3.4,6.0,1.44,3.6,6.5,1.85,1.75,2.0,1.72
4,1,H,2,1,H,16,8,7,6,1.5,3.5,6.0,1.57,3.6,5.5,1.55,3.5,4.8,1.5,3.4,6.0,1.5,3.5,6.0,1.5,3.5,6.0,1.4,3.6,7.5,1.75,1.85,1.9,1.8
1,1,D,0,1,A,15,7,8,5,2.3,3.2,2.7,2.3,3.2,2.8,2.2,3.0,2.9,2.25,3.2,2.75,2.25,3.25,2.75,2.3,3.2,2.7,2.25,3.2,2.75,1.85,1.75,2.0,1.72
1,1,D,1,0,H,15,9,8,6,1.4,3.75,7.5,1.45,4.0,6.2,1.45,3.8,5.4,1.44,3.6,6.5,1.4,3.75,7.5,1.4,3.75,7.5,1.44,3.6,6.5,1.65,1.95,1.66,2.1
1,1,D,0,1,A,6,18,4,10,2.625,3.2,2.375,2.7,3.15,2.4,2.4,3.0,2.6,3.0,3.2,2.1,2.75,3.25,2.25,2.75,3.2,2.3,2.62,3.2,2.3,1.7,1.9,1.72,2.0
3,0,H,0,0,D,12,9,8,4,1.727,3.25,4.333,1.75,3.3,4.45,1.75,3.2,4.0,1.67,3.25,4.5,1.67,3.25,4.75,1.667,3.2,5.0,1.61,3.3,5.0,1.9,1.7,2.15,1.66
1,1,D,0,0,D,13,7,5,3,5.5,3.5,1.533,5.4,3.45,1.6,4.6,3.4,1.6,6.0,3.4,1.5,6.0,3.5,1.5,5.5,3.4,1.571,5.5,3.4,1.53,1.7,1.9,1.75,2.05
3,0,H,0,0,D,14,13,9,6,2.1,3.25,3.0,2.2,3.2,3.1,2.0,3.1,3.2,2.0,3.2,3.2,2.0,3.25,3.25,2.1,3.2,3.1,1.9,3.2,3.5,1.8,1.8,2.05,1.75
1,2,A,0,0,D,16,6,9,5,1.533,3.5,5.5,1.6,3.5,5.25,1.65,3.3,4.4,1.62,3.25,5.0,1.5,3.5,6.0,1.533,3.4,6.0,1.53,3.4,5.5,1.7,1.9,1.8,2.0
2,1,H,0,1,A,25,11,16,6,1.833,3.25,3.75,1.95,3.25,3.6,1.85,3.1,3.6,1.91,3.2,3.5,1.91,3.25,3.5,1.909,3.2,3.6,1.9,3.2,3.5,1.8,1.8,2.0,1.8
0,3,A,0,1,A,12,13,5,6,2.5,3.2,2.5,2.5,3.2,2.6,2.5,3.0,2.5,2.5,3.25,2.4,2.5,3.2,2.5,2.4,3.2,2.6,2.5,3.25,2.4,1.7,1.9,1.9,1.9
1,5,A,0,4,A,18,9,12,9,4.333,3.25,1.727,3.75,3.3,1.88,3.6,3.1,1.85,3.75,3.5,1.73,4.0,3.4,1.73,3.8,3.25,1.833,4.2,3.25,1.72,1.7,1.9,1.8,2.0
1,3,A,0,2,A,7,9,4,5,2.5,3.0,2.625,2.55,3.1,2.6,2.7,3.0,2.3,2.6,3.2,2.38,2.38,3.2,2.62,2.5,3.2,2.5,2.5,3.1,2.5,1.9,1.7,2.3,1.6
2,1,H,1,0,H,5,14,2,9,3.75,3.25,1.833,3.65,3.33,1.9,3.6,3.1,1.85,3.5,3.2,1.91,3.8,3.4,1.91,3.6,3.2,1.909,3.75,3.2,1.83,1.8,1.8,2.05,1.75
1,2,A,0,1,A,10,7,5,2,2.375,3.2,2.625,2.4,3.2,2.7,2.3,3.0,2.7,2.38,3.2,2.6,2.25,3.25,2.75,2.375,3.2,2.625,2.4,3.1,2.6,1.9,1.7,2.1,1.7
1,1,D,1,1,D,15,8,10,7,1.727,3.25,4.333,1.72,3.4,4.45,1.7,3.2,4.2,1.67,3.25,4.5,1.67,3.4,4.5,1.7,3.3,4.5,1.61,3.3,5.0,1.7,1.9,1.85,1.95
1,0,H,1,0,H,10,12,7,6,1.909,3.25,3.5,1.95,3.25,3.6,1.9,3.1,3.5,1.8,3.25,3.75,1.91,3.25,3.5,1.909,3.25,3.5,1.9,3.2,3.5,1.8,1.85,1.9,1.9
1,0,H,0,0,D,11,15,4,6,1.615,3.4,5.0,1.65,3.4,5.0,1.5,3.7,5.0,1.67,3.25,4.5,1.62,3.4,5.0,1.615,3.4,5.0,1.57,3.5,5.0,1.85,1.8,2.05,1.75
1,1,D,0,1,A,6,11,2,5,2.25,3.25,2.75,2.25,3.25,2.9,2.1,3.0,3.1,2.2,3.2,2.8,2.2,3.25,2.8,2.2,3.2,2.875,2.25,3.2,2.75,1.85,1.8,1.95,1.85
2,1,H,1,1,D,5,8,2,5,2.0,3.25,3.25,2.08,3.25,3.25,2.2,3.0,2.9,1.91,3.25,3.4,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2,1.75,1.9,1.85,1.95
1,0,H,1,0,H,15,12,11,3,1.615,3.4,5.0,1.62,3.45,5.25,1.6,3.4,4.6,1.5,3.4,6.0,1.5,3.5,6.0,1.533,3.4,6.0,1.53,3.4,5.5,1.95,1.7,2.1,1.7
2,0,H,1,0,H,10,9,8,3,2.4,3.2,2.6,2.45,3.2,2.65,2.5,3.0,2.5,2.38,3.2,2.6,2.38,3.2,2.63,2.375,3.2,2.625,2.4,3.1,2.6,1.8,1.85,1.9,1.9
2,0,H,2,0,H,19,6,11,4,1.3,4.5,8.0,1.36,4.1,8.25,1.45,3.8,5.4,1.29,4.33,9.0,1.3,4.33,8.5,1.3,4.333,8.5,1.3,4.2,8.5,1.65,2.0,1.66,2.15
0,2,A,0,0,D,11,5,4,3,1.909,3.25,3.5,1.95,3.25,3.6,1.8,3.1,3.8,1.91,3.2,3.5,1.91,3.25,3.5,1.909,3.25,3.5,1.9,3.2,3.5,1.9,1.75,2.05,1.75
2,1,H,1,0,H,15,7,2,6,1.36,4.0,7.5,1.45,3.85,7.0,1.35,4.0,7.0,1.44,3.6,6.5,1.44,3.75,6.5,1.44,3.75,6.5,1.36,4.0,7.0,1.7,1.9,1.8,2.0
1,0,H,0,0,D,10,11,4,0,2.7,3.2,2.3,2.82,3.25,2.3,2.9,3.0,2.2,2.75,3.2,2.25,2.75,3.25,2.25,2.75,3.25,2.25,2.8,3.2,2.2,1.75,1.85,1.95,1.85
2,0,H,1,0,H,9,10,3,2,1.444,3.75,6.5,1.45,3.8,7.0,1.5,3.7,5.0,1.44,3.6,6.5,1.44,3.75,6.5,1.444,3.75,6.5,1.44,3.6,6.5,1.85,1.8,2.0,1.8
0,1,A,0,1,A,19,13,6,5,4.5,3.4,1.66,4.6,3.45,1.68,3.8,3.1,1.8,4.33,3.2,1.73,4.75,3.4,1.73,4.33,3.25,1.73,4.2,3.25,1.72,1.8,1.8,1.9,1.9
2,0,H,1,0,H,10,9,4,5,4.0,3.25,1.8,4.0,3.3,1.81,3.2,3.1,2.0,4.0,3.4,1.73,4.0,3.25,1.8,4.0,3.25,1.8,3.75,3.3,1.8,1.65,1.95,1.95,1.85
0,2,A,0,1,A,7,11,5,5,2.62,3.2,2.37,2.65,3.25,2.4,2.4,3.0,2.6,2.6,3.2,2.38,2.7,3.1,2.38,2.7,3.1,2.38,2.62,3.1,2.37,1.8,1.8,1.85,1.95
0,0,D,0,0,D,11,3,8,2,1.72,3.25,4.33,1.75,3.3,4.35,1.65,3.3,4.4,1.62,3.5,4.5,1.73,3.3,4.33,1.73,3.3,4.33,1.66,3.3,4.5,1.6,2.05,1.9,1.9
2,2,D,1,0,H,3,12,3,5,2.2,3.25,2.8,2.2,3.3,2.95,2.0,3.1,3.2,2.2,3.25,2.75,2.2,3.2,2.88,2.2,3.2,2.88,2.0,3.2,3.2,1.75,1.85,2.15,1.66
2,3,A,1,2,A,14,7,8,3,2.2,3.25,2.8,2.0,3.2,3.4,2.0,3.1,3.2,2.0,3.2,3.2,2.0,3.25,3.25,2.0,3.25,3.25,2.25,3.3,2.62,1.8,1.8,2.15,1.66
0,2,A,0,0,D,12,13,7,8,2.3,3.2,2.7,2.25,3.25,2.9,2.2,3.0,2.9,2.25,3.2,2.75,2.25,3.2,2.8,2.25,3.2,2.8,2.25,3.2,2.75,1.9,1.7,2.1,1.7
1,0,H,0,0,D,14,7,9,4,1.8,3.25,4.0,1.85,3.3,3.85,1.75,3.2,4.0,1.8,3.25,3.75,1.83,3.3,3.75,1.83,3.3,3.75,1.83,3.3,3.6,1.7,1.9,1.85,1.95
2,3,A,0,0,D,12,9,5,6,2.5,3.2,2.5,2.6,3.25,2.45,2.3,3.0,2.7,2.6,3.2,2.38,2.5,3.2,2.5,2.5,3.2,2.5,2.4,3.1,2.6,1.7,1.9,2.0,1.8
0,2,A,0,1,A,5,11,1,8,4.33,3.25,1.72,3.9,3.3,1.85,4.0,3.2,1.75,4.5,3.25,1.67,4.33,3.25,1.73,4.33,3.25,1.73,4.0,3.4,1.72,1.8,1.8,2.0,1.8
1,0,H,0,0,D,13,9,6,3,1.833,3.25,3.75,1.85,3.25,4.0,1.8,3.1,3.8,1.73,3.2,4.33,1.8,3.25,4.0,1.8,3.25,4.0,1.72,3.2,4.33,2.0,1.7,2.1,1.7
5,0,H,2,0,H,16,8,10,4,1.571,3.6,5.0,1.6,3.4,5.5,1.55,3.5,4.8,1.5,3.4,6.0,1.5,3.5,6.0,1.5,3.5,6.0,1.53,3.4,5.5,1.75,1.95,1.85,1.95
3,0,H,1,0,H,18,11,11,6,1.286,4.5,9.0,1.28,4.75,11.0,1.25,4.5,9.0,1.25,4.5,10.0,1.25,5.0,8.5,1.25,5.0,9.0,1.25,5.0,8.0,1.7,2.0,1.8,2.0
1,1,D,0,1,A,15,6,6,4,1.909,3.25,3.5,1.9,3.3,3.75,1.9,3.1,3.5,1.8,3.25,3.75,1.91,3.25,3.5,1.909,3.25,3.5,1.83,3.2,3.75,1.95,1.75,1.9,1.9
5,1,H,1,0,H,14,11,8,8,1.615,3.4,5.0,1.7,3.3,5.0,1.75,3.2,4.0,1.57,3.25,5.5,1.57,3.4,5.5,1.571,3.4,5.5,1.61,3.3,5.0,1.8,1.9,1.9,1.9
2,2,D,1,2,A,11,13,7,9,1.8,3.25,4.0,1.9,3.25,3.75,1.9,3.1,3.5,1.8,3.2,4.0,1.73,3.25,4.33,1.8,3.25,4.0,1.8,3.3,3.75,2.0,1.7,2.15,1.66
2,0,H,1,0,H,10,4,4,2,1.667,3.4,4.5,1.67,3.5,4.75,1.6,3.4,4.6,1.62,3.5,4.5,1.67,3.4,4.5,1.667,3.4,4.5,1.57,3.5,5.0,1.9,1.8,1.95,1.85
2,1,H,1,0,H,14,6,10,3,1.444,3.75,6.5,1.45,3.75,7.5,1.4,3.9,6.0,1.36,3.75,8.0,1.44,4.0,7.5,1.4,3.75,7.5,1.33,4.0,8.0,1.7,2.0,1.75,2.05
3,1,H,2,1,H,19,11,11,6,1.571,3.4,5.5,1.61,3.35,5.55,1.55,3.4,5.0,1.5,3.4,6.0,1.62,3.4,5.0,1.615,3.4,5.0,1.44,3.6,6.5,1.85,1.85,1.9,1.9
1,0,H,0,0,D,15,7,8,2,2.3,3.2,2.7,2.45,3.25,2.65,2.5,3.0,2.5,2.2,3.25,2.75,2.25,3.25,2.75,2.3,3.2,2.7,2.3,3.2,2.62,1.8,1.9,1.95,1.85
1,1,D,0,0,D,6,12,2,5,4.5,3.4,1.667,4.6,3.25,1.75,3.8,3.1,1.8,5.0,3.25,1.615,4.5,3.4,1.67,4.5,3.4,1.667,4.5,3.3,1.66,1.9,1.8,2.0,1.8
2,0,H,1,0,H,5,5,3,2,2.2,3.25,2.8,2.2,3.25,3.0,2.1,3.1,3.0,2.1,3.2,3.0,2.1,3.25,3.0,2.1,3.25,3.0,2.2,3.2,2.8,1.9,1.7,1.95,1.85
1,6,A,1,3,A,6,14,4,10,1.909,3.25,3.5,2.2,3.25,3.0,2.1,3.0,3.1,1.909,3.25,3.4,2.0,3.25,3.25,2.1,3.25,3.0,1.9,3.25,3.4,1.8,1.9,1.95,1.85
4,0,H,1,0,H,12,5,9,1,1.727,3.25,4.333,1.8,3.2,4.33,1.85,3.1,3.6,1.727,3.2,4.333,1.73,3.4,4.75,1.75,3.25,4.333,1.72,3.2,4.33,1.85,1.85,2.0,1.8
3,0,H,1,0,H,22,12,12,6,1.533,3.5,5.5,1.51,3.5,6.5,1.5,3.7,5.0,1.444,3.6,6.5,1.5,3.5,6.0,1.5,3.5,6.0,1.44,3.75,6.0,1.95,1.75,2.0,1.8
1,1,D,1,0,H,11,14,5,8,2.0,3.25,3.25,2.15,3.15,3.2,2.0,3.1,3.2,2.0,3.2,3.2,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2,2.0,1.7,2.05,1.75
1,2,A,1,0,H,9,13,4,10,5.0,3.4,1.615,5.25,3.5,1.61,4.6,3.4,1.6,5.0,3.5,1.571,5.0,3.4,1.62,5.0,3.4,1.615,5.0,3.5,1.57,1.8,1.9,1.95,1.85
2,1,H,1,0,H,12,10,6,4,1.727,3.25,4.333,1.8,3.25,4.25,1.8,3.1,3.8,1.727,3.2,4.333,1.73,3.25,4.33,1.75,3.2,4.333,1.8,3.3,3.75,1.9,1.8,1.95,1.85
2,1,H,1,1,D,9,15,7,8,2.5,3.2,2.5,2.52,3.25,2.52,2.5,3.0,2.5,2.75,3.2,2.25,2.63,3.2,2.38,2.625,3.2,2.375,2.62,3.2,2.3,1.9,1.8,1.9,1.9
0,4,A,0,2,A,9,7,4,3,2.25,3.25,2.75,2.35,3.2,2.8,2.2,3.0,2.9,2.375,3.2,2.6,2.38,3.2,2.63,2.3,3.2,2.7,2.25,3.2,2.75,2.0,1.7,2.05,1.75
2,0,H,1,0,H,7,2,3,0,1.667,3.4,4.5,1.66,3.33,5.0,1.5,3.7,5.0,1.533,3.5,5.5,1.62,3.4,5.0,1.615,3.4,5.0,1.57,3.5,5.0,1.85,1.75,2.1,1.7
1,0,H,1,0,H,11,7,6,5,1.727,3.25,4.333,1.75,3.33,4.4,1.65,3.3,4.4,1.727,3.4,4.0,1.73,3.25,4.33,1.727,3.25,4.333,1.61,3.5,4.5,1.8,1.8,1.95,1.85
1,0,H,0,0,D,17,7,8,2,1.5,3.5,6.0,1.5,3.5,6.5,1.45,3.8,5.4,1.444,3.6,6.5,1.44,3.75,6.5,1.444,3.75,6.5,1.44,3.6,6.5,1.75,1.85,1.8,2.0
2,2,D,1,2,A,11,6,4,2,1.909,3.25,3.5,1.91,3.3,3.6,1.75,3.2,4.0,1.727,3.4,4.0,1.91,3.25,3.5,1.833,3.25,3.75,1.9,3.3,3.3,1.8,1.8,1.95,1.85
2,0,H,1,0,H,17,11,11,7,1.444,3.5,7.5,1.44,3.75,7.0,1.4,3.9,6.0,1.444,3.6,6.5,1.4,3.75,7.5,1.4,3.75,7.5,1.36,3.75,8.0,1.7,1.9,2.0,1.8
0,0,D,0,0,D,9,6,6,1,2.2,3.25,2.8,2.25,3.25,2.85,2.2,3.0,2.9,2.2,3.25,2.75,2.2,3.25,2.8,2.2,3.2,2.875,2.3,3.2,2.62,1.8,1.8,2.0,1.8
2,6,A,1,4,A,15,15,9,11,2.625,3.2,2.375,2.7,3.25,2.35,2.6,3.0,2.4,2.5,3.25,2.4,2.75,3.4,2.38,2.7,3.3,2.3,2.62,3.1,2.37,1.75,1.85,1.85,1.95
1,2,A,1,2,A,12,8,6,3,3.5,3.25,1.909,3.6,3.35,1.9,3.8,3.3,1.75,3.75,3.2,1.833,3.5,3.25,1.91,4.0,3.2,1.8,3.75,3.3,1.8,1.85,1.75,2.1,1.7
2,2,D,1,1,D,15,6,7,3,2.0,3.25,3.25,1.96,3.25,3.5,2.0,3.0,3.3,1.8,3.25,3.75,2.0,3.25,3.25,1.909,3.2,3.6,1.83,3.3,3.6,1.9,1.7,2.05,1.75
2,2,D,0,1,A,10,6,7,3,2.25,3.25,2.75,2.35,3.2,2.75,2.2,3.0,2.9,2.25,3.2,2.75,2.38,3.4,2.5,2.3,3.25,2.75,2.3,3.1,2.75,1.8,1.9,1.9,1.9
0,2,A,0,2,A,9,11,6,6,1.8,3.25,4.0,1.81,3.3,4.3,1.8,3.1,3.8,1.727,3.4,4.0,1.73,3.25,4.33,1.727,3.25,4.333,1.72,3.25,4.2,1.75,1.85,1.95,1.85
2,1,H,1,0,H,19,16,10,10,2.8,3.25,2.2,3.2,3.2,2.15,2.9,3.0,2.2,3.4,3.25,1.909,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2,2.0,1.8,1.8,1.95,1.85
1,0,H,1,0,H,19,9,9,3,2.2,3.25,2.8,2.2,3.25,3.0,2.2,3.0,2.9,2.1,3.2,3.0,2.25,3.25,2.75,2.25,3.2,2.8,2.2,3.2,2.8,1.85,1.75,2.0,1.8
0,2,A,0,1,A,7,13,5,7,2.1,3.25,3.0,2.12,3.2,3.2,2.0,3.1,3.2,2.1,3.2,3.0,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2,1.8,1.8,2.05,1.75
1,2,A,0,1,A,9,8,4,2,2.5,3.2,2.5,2.58,3.2,2.55,2.6,3.0,2.4,2.375,3.0,2.75,2.38,3.2,2.63,2.4,3.2,2.6,2.5,3.1,2.5,1.75,1.85,2.0,1.8
2,1,H,0,1,A,13,8,6,6,3.0,3.25,2.1,3.3,3.2,2.1,3.1,3.0,2.1,3.0,3.2,2.1,3.25,3.25,2.0,3.25,3.25,2.0,3.6,3.3,1.83,1.7,1.9,1.9,1.9
3,1,H,2,1,H,18,6,12,1,1.3,4.5,8.0,1.41,4.4,6.5,1.4,3.9,6.0,1.364,3.75,8.0,1.3,4.33,8.5,1.3,4.333,8.5,1.33,4.33,7.0,1.6,2.05,1.75,2.05
0,2,A,0,0,D,7,6,3,2,3.75,3.25,1.833,4.1,3.4,1.8,3.5,3.1,1.9,3.5,3.2,1.909,3.75,3.25,1.83,3.8,3.25,1.833,3.75,3.2,1.83,1.75,1.85,1.95,1.85
3,2,H,2,0,H,16,5,7,3,2.2,3.25,2.8,2.3,3.25,2.85,2.3,3.0,2.7,2.1,3.2,3.0,2.2,3.25,2.8,2.2,3.2,2.875,2.1,3.3,2.87,1.75,1.85,1.95,1.85
1,2,A,0,2,A,20,9,13,7,2.1,3.25,3.0,2.12,3.2,3.3,1.9,3.2,3.4,2.1,3.2,3.0,2.1,3.25,3.0,2.1,3.25,3.0,2.1,3.3,2.87,1.75,1.85,2.1,1.7
3,2,H,0,1,A,15,12,9,7,2.1,3.25,3.0,2.0,3.3,3.25,1.9,3.1,3.5,1.909,3.25,3.4,2.1,3.25,3.0,2.1,3.25,3.0,2.0,3.4,3.0,1.85,1.85,2.05,1.75
0,0,D,0,0,D,11,6,5,3,1.8,3.4,3.6,1.7,3.35,4.45,1.7,3.2,4.2,1.667,3.4,4.333,1.73,3.4,4.0,1.8,3.4,3.75,1.72,3.4,4.0,1.85,1.85,2.0,1.8
4,1,H,1,0,H,13,3,9,1,1.727,3.2,4.333,1.7,3.3,4.55,1.7,3.2,4.2,1.667,3.25,4.5,1.7,3.25,4.5,1.7,3.25,4.5,1.66,3.3,4.5,1.8,1.9,1.85,1.95
2,1,H,0,0,D,20,5,10,5,1.4,3.75,7.0,1.4,3.9,7.1,1.35,4.0,7.0,1.333,4.0,8.0,1.4,3.75,7.5,1.364,3.75,8.5,1.4,3.75,7.0,1.75,1.95,1.95,1.85
3,0,H,2,0,H,15,4,8,3,1.571,3.6,5.0,1.5,3.55,6.15,1.5,3.5,5.4,1.444,3.75,6.0,1.53,3.5,5.5,1.533,3.5,5.5,1.53,3.4,5.5,1.85,1.85,1.9,1.9
1,1,D,1,0,H,16,10,4,7,1.5,3.4,6.0,1.45,3.6,7.0,1.4,3.9,6.0,1.444,3.6,6.5,1.5,3.5,6.0,1.5,3.5,6.0,1.4,3.6,7.5,1.8,1.9,1.8,2.0
2,3,A,1,1,D,8,8,8,5,3.0,3.25,2.1,3.0,3.35,2.1,2.6,3.1,2.3,2.8,3.2,2.2,2.88,3.2,2.2,2.875,3.2,2.2,3.2,3.2,2.0,1.85,1.85,2.0,1.8
1,0,H,0,0,D,13,6,9,2,1.833,3.5,3.5,2.0,3.3,3.25,1.8,3.4,3.5,1.909,3.4,3.25,1.91,3.4,3.4,1.909,3.4,3.4,1.9,3.4,3.25,1.85,1.85,2.1,1.7
2,0,H,1,0,H,19,7,7,2,1.667,3.4,4.5,1.75,3.3,4.5,1.7,3.2,4.2,1.667,3.4,4.333,1.73,3.25,4.33,1.667,3.25,4.75,1.72,3.4,4.0,1.9,1.8,2.05,1.75
3,0,H,2,0,H,7,6,6,4,2.1,3.25,3.0,2.15,3.2,3.1,2.2,3.0,2.9,1.8,3.4,3.6,2.1,3.25,3.0,2.1,3.2,3.1,2.0,3.2,3.2,1.9,1.8,2.05,1.75
