FTHG,FTAG,FTR,HTHG,HTAG,HR,B365H,B365D,B365A,IWH,IWD,IWA,WHH,WHD,WHA,VCH,VCD,VCA
0.0,1.0,A,0.0,0.0,0.0,2.8,3.25,2.6,2.6,3.2,2.6,2.7,3.2,2.62,2.75,3.25,2.62
2.0,2.0,D,1.0,0.0,0.0,1.8,3.6,4.75,1.85,3.4,4.0,1.8,3.3,3.75,1.73,3.75,4.75
5.0,0.0,H,3.0,0.0,0.0,1.2,6.5,15.0,1.22,5.3,13.0,1.22,5.5,15.0,1.18,6.5,19.0
1.0,4.0,A,0.0,2.0,0.0,6.5,4.0,1.53,6.0,3.7,1.55,6.0,3.75,1.44,6.5,4.33,1.5
3.0,2.0,H,3.0,0.0,0.0,2.63,3.25,2.75,2.6,3.2,2.6,2.7,3.1,2.7,2.62,3.25,2.75
2.0,2.0,D,1.0,1.0,0.0,1.4,4.5,8.5,1.4,4.3,7.5,1.4,4.5,8.0,1.4,4.5,9.0
1.0,1.0,D,1.0,0.0,0.0,6.5,3.6,1.62,5.3,3.5,1.65,6.0,3.8,1.57,6.5,3.75,1.57
4.0,1.0,H,2.0,0.0,0.0,1.44,4.33,8.0,1.45,4.0,7.0,1.4,4.5,8.0,1.4,4.75,8.5
7.0,2.0,H,4.0,0.0,0.0,1.22,6.0,15.0,1.22,5.3,13.0,1.22,6.0,12.0,1.22,6.0,15.0
2.0,0.0,H,2.0,0.0,0.0,2.88,3.25,2.5,2.7,3.2,2.5,2.8,3.3,2.5,2.88,3.25,2.5
3.0,0.0,H,0.0,0.0,0.0,1.17,7.0,17.0,1.17,6.0,15.0,1.17,7.0,17.0,1.14,8.0,19.0
1.0,1.0,D,0.0,0.0,0.0,3.5,3.2,2.2,3.6,3.3,2.0,3.9,3.25,2.0,3.75,3.0,2.2
0.0,0.0,D,0.0,0.0,0.0,1.25,6.0,11.0,1.3,4.8,9.5,1.22,6.0,12.0,1.25,6.0,13.0
0.0,2.0,A,0.0,0.0,1.0,2.3,3.25,3.2,2.2,3.2,3.2,2.3,3.25,3.1,2.3,3.0,3.5
0.0,0.0,D,0.0,0.0,0.0,1.53,3.8,7.0,1.55,3.7,6.0,1.53,3.75,7.0,1.5,4.0,7.5
2.0,0.0,H,1.0,0.0,0.0,2.4,3.25,3.0,2.2,3.2,3.2,2.37,3.25,3.0,2.5,3.0,3.2
0.0,2.0,A,0.0,1.0,0.0,6.5,4.0,1.53,6.0,3.7,1.55,6.0,4.0,1.53,6.5,3.6,1.62
4.0,2.0,H,1.0,2.0,0.0,1.22,5.5,17.0,1.2,5.7,13.0,1.2,6.0,17.0,1.17,6.5,15.0
2.0,0.0,H,1.0,0.0,0.0,2.4,3.25,3.0,2.3,3.3,2.9,2.4,3.3,2.9,2.38,3.25,2.88
4.0,0.0,H,1.0,0.0,0.0,1.14,6.5,15.0,1.17,6.5,14.0,1.14,6.0,12.0,1.14,8.5,21.0
1.0,0.0,H,1.0,0.0,0.0,1.8,3.6,4.5,1.8,3.4,4.3,1.73,3.25,4.2,1.73,3.6,5.0
1.0,1.0,D,0.0,0.0,0.0,2.5,3.25,2.88,2.4,3.2,2.85,2.37,3.1,2.62,2.38,3.2,3.2
2.0,0.0,H,1.0,0.0,0.0,1.57,3.75,6.5,1.57,3.6,6.0,1.5,3.4,6.0,1.62,3.6,6.5
0.0,0.0,D,0.0,0.0,0.0,5.5,3.6,1.67,4.6,3.5,1.75,4.2,3.4,1.7,5.5,3.75,1.67
0.0,0.0,D,0.0,0.0,0.0,3.2,3.25,2.3,3.4,3.25,2.1,3.0,3.2,2.1,3.4,3.25,2.2
2.0,1.0,H,1.0,0.0,0.0,1.95,3.4,4.0,1.9,3.3,3.9,1.91,3.2,3.5,2.0,3.4,4.0
3.0,0.0,H,2.0,0.0,0.0,1.22,6.0,15.0,1.25,5.0,12.0,1.22,4.8,10.0,1.25,5.5,15.0
2.0,0.0,H,2.0,0.0,0.0,1.67,3.6,5.5,1.65,3.5,5.3,1.57,3.5,5.0,1.67,3.6,6.0
1.0,1.0,D,0.0,0.0,0.0,3.1,3.25,2.38,3.0,3.2,2.3,3.1,3.25,2.3,3.25,3.25,2.3
1.0,2.0,A,0.0,1.0,0.0,13.0,5.0,1.29,9.0,4.6,1.33,8.0,4.5,1.28,15.0,5.5,1.25
0.0,2.0,A,0.0,2.0,0.0,2.7,3.2,2.7,2.6,3.2,2.6,2.6,3.2,2.7,2.62,3.2,2.75
2.0,2.0,D,1.0,0.0,0.0,2.25,3.25,3.25,2.2,3.2,3.2,2.25,3.2,3.25,2.25,3.25,3.4
2.0,0.0,H,1.0,0.0,0.0,1.44,4.33,7.5,1.45,4.0,7.0,1.44,4.2,7.5,1.44,4.33,8.5
0.0,0.0,D,0.0,0.0,0.0,2.1,3.3,3.6,2.1,3.25,3.4,2.1,3.25,3.6,2.1,3.25,3.75
0.0,1.0,A,0.0,0.0,0.0,3.0,3.3,2.38,2.85,3.2,2.4,3.0,3.25,2.37,3.25,3.2,2.3
1.0,3.0,A,0.0,2.0,0.0,2.6,3.25,2.8,2.3,3.2,3.0,2.6,3.25,2.7,2.5,3.25,2.88
2.0,0.0,H,2.0,0.0,0.0,1.29,5.0,13.0,1.35,4.5,8.5,1.3,5.0,10.0,1.29,5.0,13.0
0.0,0.0,D,0.0,0.0,0.0,2.0,3.4,3.8,2.05,3.25,3.5,2.0,3.3,3.75,2.1,3.25,3.75
1.0,1.0,D,1.0,1.0,0.0,13.0,5.0,1.29,9.5,4.8,1.3,8.5,4.8,1.25,15.0,5.5,1.25
1.0,0.0,H,0.0,0.0,0.0,1.67,3.5,6.0,1.7,3.5,4.9,1.61,3.4,5.0,1.73,3.5,5.5
0.0,0.0,D,0.0,0.0,0.0,2.25,3.3,3.25,2.2,3.2,3.2,2.25,3.25,3.25,2.25,3.25,3.4
2.0,1.0,H,1.0,0.0,0.0,2.6,3.25,2.8,2.45,3.1,2.9,2.6,3.2,2.75,2.5,3.4,2.75
2.0,1.0,H,1.0,0.0,0.0,5.5,3.4,1.73,4.9,3.5,1.7,5.0,3.5,1.73,5.5,3.5,1.73
1.0,0.0,H,0.0,0.0,1.0,1.83,3.5,4.33,1.75,3.5,4.6,1.83,3.4,4.5,1.83,3.4,4.33
5.0,0.0,H,2.0,0.0,0.0,1.13,8.5,23.0,1.12,7.0,22.0,1.12,7.5,23.0,1.11,10.0,23.0
3.0,0.0,H,2.0,0.0,0.0,2.3,3.1,3.4,2.2,3.2,3.2,2.25,3.2,3.3,2.25,3.25,3.4
1.0,1.0,D,0.0,1.0,0.0,2.0,3.4,3.8,2.1,3.25,3.4,2.0,3.3,3.8,2.0,3.25,4.0
0.0,0.0,D,0.0,0.0,0.0,2.1,3.3,3.6,2.1,3.25,3.4,2.05,3.3,3.6,2.1,3.25,3.75
2.0,1.0,H,0.0,1.0,0.0,1.8,3.4,5.0,1.8,3.4,4.3,1.8,3.3,4.8,1.8,3.4,5.0
2.0,0.0,H,2.0,0.0,0.0,1.8,3.6,4.5,1.7,3.5,4.9,1.8,3.3,4.8,1.83,3.5,4.75
3.0,0.0,H,2.0,0.0,0.0,1.73,3.5,5.25,1.7,3.5,4.9,1.73,3.4,5.25,1.73,3.5,5.5
2.0,0.0,H,1.0,0.0,0.0,1.44,4.2,8.0,1.4,4.3,7.5,1.44,4.2,7.5,1.44,4.0,9.0
1.0,1.0,D,0.0,1.0,1.0,2.4,3.25,3.0,2.4,3.2,2.85,2.3,3.2,3.2,2.38,3.2,3.2
1.0,1.0,D,1.0,0.0,0.0,2.2,3.3,3.4,2.2,3.2,3.2,2.15,3.2,3.5,2.25,3.25,3.4
1.0,0.0,H,0.0,0.0,0.0,2.1,3.3,3.6,2.1,3.25,3.4,2.0,3.3,3.75,2.05,3.4,3.75
1.0,1.0,D,1.0,1.0,0.0,4.2,3.5,1.91,3.9,3.3,1.9,4.0,3.5,1.91,4.33,3.5,1.91
1.0,0.0,H,1.0,0.0,0.0,1.83,3.5,4.5,1.8,3.4,4.3,1.83,3.4,4.5,1.83,3.6,4.5
2.0,1.0,H,1.0,1.0,0.0,5.0,3.6,1.73,4.9,3.5,1.7,5.0,3.5,1.73,5.0,3.75,1.73
2.0,0.0,H,1.0,0.0,0.0,2.25,3.3,3.25,2.35,3.2,2.95,2.25,3.3,3.2,2.25,3.2,3.4
1.0,0.0,H,1.0,0.0,0.0,4.2,3.4,1.91,4.0,3.4,1.85,4.33,3.5,1.83,4.33,3.5,1.91
1.0,1.0,D,0.0,0.0,1.0,3.1,3.2,2.38,3.2,3.2,2.2,3.1,3.3,2.3,3.0,3.25,2.38
0.0,0.0,D,0.0,0.0,0.0,2.3,3.25,3.2,2.2,3.2,3.2,2.3,3.2,3.2,2.25,3.25,3.4
2.0,0.0,H,1.0,0.0,0.0,1.22,6.0,15.0,1.2,5.5,14.0,1.2,5.5,12.0,1.25,6.0,13.0
3.0,1.0,H,1.0,1.0,0.0,4.5,3.6,1.8,4.3,3.4,1.8,4.6,3.25,1.73,4.75,3.6,1.8
1.0,2.0,A,1.0,0.0,0.0,2.38,3.25,3.1,2.3,3.2,3.0,2.3,3.25,2.8,2.38,3.2,3.2
3.0,0.0,H,1.0,0.0,0.0,1.75,3.6,4.75,1.8,3.4,4.3,1.75,3.3,4.4,1.8,3.6,4.75
0.0,2.0,A,0.0,1.0,0.0,12.0,5.0,1.3,9.0,4.6,1.33,10.0,4.5,1.28,11.0,4.5,1.36
5.0,2.0,H,1.0,1.0,0.0,1.36,4.5,10.0,1.4,4.3,7.5,1.35,4.33,8.0,1.36,4.75,10.0
3.0,0.0,H,1.0,0.0,0.0,1.95,3.25,4.33,2.0,3.3,3.6,1.95,3.25,3.6,1.95,3.25,4.33
2.0,1.0,H,0.0,1.0,0.0,2.1,3.25,3.75,2.1,3.25,3.4,2.05,3.2,3.3,2.1,3.25,3.75
0.0,0.0,D,0.0,0.0,0.0,2.4,3.3,3.0,2.4,3.3,2.8,2.4,3.2,2.7,2.5,3.25,3.0
0.0,3.0,A,0.0,1.0,0.0,3.75,3.5,2.0,3.35,3.3,2.1,3.4,3.25,2.0,3.75,3.4,2.05
3.0,0.0,H,1.0,0.0,0.0,1.2,6.5,15.0,1.2,5.5,14.0,1.2,6.0,15.0,1.2,6.5,17.0
1.0,0.0,H,1.0,0.0,0.0,1.91,3.3,4.33,2.0,3.3,3.6,1.91,3.3,4.2,1.91,3.4,4.33
1.0,0.0,H,1.0,0.0,0.0,2.0,3.3,4.0,1.9,3.3,3.9,1.95,3.3,4.0,2.0,3.25,4.0
1.0,2.0,A,1.0,1.0,0.0,2.0,3.4,3.8,2.0,3.3,3.6,2.05,3.4,3.5,2.05,3.4,3.75
2.0,4.0,A,1.0,1.0,2.0,1.44,4.33,7.5,1.45,4.0,7.0,1.44,4.2,7.5,1.4,4.5,8.5
1.0,3.0,A,1.0,1.0,1.0,5.0,3.6,1.73,4.9,3.5,1.7,5.5,3.4,1.7,5.5,3.75,1.67
2.0,1.0,H,2.0,1.0,0.0,1.36,4.75,9.0,1.37,4.5,8.2,1.36,4.5,9.0,1.36,4.75,10.0
0.0,0.0,D,0.0,0.0,0.0,2.2,3.2,3.5,2.2,3.2,3.2,2.2,3.3,3.3,2.2,3.25,3.5
2.0,1.0,H,2.0,0.0,0.0,2.0,3.4,4.0,1.9,3.3,3.9,1.91,3.4,4.0,1.91,3.4,4.33
3.0,1.0,H,1.0,0.0,0.0,1.14,7.5,21.0,1.15,6.5,15.0,1.12,8.0,21.0,1.12,9.0,23.0
1.0,2.0,A,0.0,2.0,0.0,1.8,3.5,4.5,1.8,3.4,4.3,1.73,3.5,5.0,1.83,3.6,4.5
0.0,1.0,A,0.0,0.0,0.0,10.0,5.0,1.33,8.5,4.5,1.35,10.0,4.6,1.33,11.0,4.5,1.36
5.0,1.0,H,2.0,1.0,0.0,1.36,4.5,10.0,1.4,4.3,7.5,1.36,4.5,9.0,1.36,4.75,10.0
1.0,0.0,H,1.0,0.0,0.0,6.5,3.8,1.57,5.3,3.5,1.65,6.0,3.6,1.62,6.0,4.0,1.57
1.0,2.0,A,0.0,2.0,0.0,2.38,3.25,3.1,2.4,3.2,2.85,2.15,3.2,2.9,2.3,3.4,3.0
4.0,0.0,H,1.0,0.0,0.0,2.1,3.25,3.75,2.1,3.25,3.4,2.0,3.2,3.2,2.1,3.25,3.75
1.0,1.0,D,0.0,1.0,0.0,2.5,3.3,2.88,2.4,3.2,2.85,2.4,3.1,2.6,2.5,3.25,2.88
2.0,2.0,D,1.0,2.0,0.0,3.0,3.25,2.4,2.7,3.2,2.5,3.0,3.2,2.38,3.0,3.4,2.38
4.0,0.0,H,1.0,0.0,0.0,2.1,3.3,3.6,2.0,3.3,3.6,2.1,3.25,3.6,2.2,3.25,3.5
1.0,2.0,A,0.0,1.0,0.0,2.25,3.3,3.3,2.2,3.2,3.2,2.25,3.2,3.3,2.3,3.25,3.25
4.0,1.0,H,1.0,1.0,0.0,1.22,6.0,15.0,1.25,5.0,12.0,1.22,5.5,15.0,1.22,6.0,15.0
1.0,2.0,A,1.0,1.0,1.0,7.5,4.5,1.4,7.0,4.5,1.4,9.0,4.6,1.36,8.5,4.75,1.36
0.0,0.0,D,0.0,0.0,0.0,3.3,3.25,2.25,2.9,3.2,2.35,3.2,3.2,2.3,3.25,3.25,2.25
3.0,1.0,H,1.0,0.0,0.0,1.44,4.33,7.5,1.5,3.9,6.5,1.44,4.0,8.0,1.44,4.0,8.5
3.0,0.0,H,0.0,0.0,0.0,1.22,6.0,15.0,1.22,5.3,13.0,1.22,5.5,15.0,1.22,6.0,15.0
1.0,1.0,D,1.0,0.0,0.0,3.6,3.4,2.1,3.6,3.3,2.0,3.4,3.25,2.15,3.6,3.25,2.1
4.0,1.0,H,3.0,0.0,0.0,1.25,5.5,13.0,1.25,5.0,12.0,1.22,5.75,13.0,1.25,5.5,15.0
1.0,2.0,A,1.0,1.0,0.0,3.6,3.3,2.1,3.2,3.2,2.2,3.4,3.25,2.15,3.6,3.25,2.1
2.0,0.0,H,1.0,0.0,1.0,1.25,5.75,13.0,1.22,5.5,12.0,1.22,5.5,15.0,1.22,6.0,15.0
2.0,2.0,D,1.0,2.0,0.0,1.4,4.33,9.0,1.4,4.3,7.5,1.4,4.2,9.0,1.4,4.5,9.0
2.0,0.0,H,0.0,0.0,0.0,1.53,3.8,7.0,1.5,3.9,6.5,1.53,3.8,6.5,1.53,4.0,7.0
3.0,2.0,H,1.0,1.0,0.0,2.2,3.2,3.5,2.1,3.3,3.35,2.1,3.3,3.5,2.1,3.25,3.6
1.0,2.0,A,0.0,0.0,1.0,3.6,3.3,2.1,3.4,3.25,2.1,3.5,3.3,2.1,3.75,3.25,2.1
3.0,1.0,H,2.0,0.0,0.0,2.2,3.2,3.5,2.2,3.2,3.2,2.1,3.3,3.5,2.2,3.25,3.5
1.0,0.0,H,0.0,0.0,0.0,1.73,3.6,5.0,1.8,3.4,4.3,1.73,3.5,5.0,1.8,3.5,4.75
1.0,1.0,D,0.0,1.0,0.0,7.5,4.33,1.44,7.0,4.0,1.45,7.5,4.2,1.44,8.0,4.33,1.44
1.0,2.0,A,0.0,2.0,0.0,3.1,3.25,2.38,2.85,3.2,2.4,3.1,3.3,2.3,3.2,3.25,2.3
2.0,1.0,H,1.0,1.0,0.0,1.67,3.75,5.5,1.7,3.5,4.9,1.67,3.5,5.5,1.67,3.6,5.5
1.0,3.0,A,0.0,1.0,0.0,1.8,3.6,4.5,1.75,3.5,4.6,1.7,3.3,4.33,1.8,3.5,4.75
1.0,1.0,D,1.0,1.0,0.0,1.53,3.8,7.0,1.5,3.9,6.5,1.5,3.4,6.0,1.57,4.0,6.5
2.0,1.0,H,1.0,0.0,0.0,2.0,3.25,4.0,2.05,3.25,3.5,1.91,3.2,3.5,2.0,3.25,4.0
0.0,2.0,A,0.0,1.0,0.0,1.83,3.5,4.33,1.8,3.4,4.3,1.8,3.3,3.75,1.95,3.4,4.0
0.0,5.0,A,0.0,1.0,0.0,12.0,5.0,1.3,10.0,5.0,1.27,9.5,5.0,1.22,11.0,5.5,1.29
1.0,1.0,D,0.0,0.0,0.0,7.0,4.2,1.5,6.0,3.7,1.55,6.5,3.8,1.53,7.0,4.0,1.53
0.0,4.0,A,0.0,1.0,0.0,8.5,4.5,1.4,7.3,4.1,1.43,8.0,4.5,1.4,8.5,4.5,1.4
7.0,1.0,H,2.0,1.0,0.0,1.4,4.75,8.0,1.35,4.7,8.0,1.36,4.6,8.5,1.4,4.5,9.0
2.0,0.0,H,1.0,0.0,0.0,2.4,3.25,3.0,2.2,3.3,3.1,2.5,3.2,2.88,2.5,3.25,2.88
2.0,0.0,H,2.0,0.0,0.0,1.2,6.0,17.0,1.25,5.5,10.0,1.2,6.0,15.0,1.22,6.0,15.0
0.0,1.0,A,0.0,0.0,0.0,2.1,3.3,3.6,2.0,3.3,3.6,2.1,3.2,3.6,2.2,3.25,3.5
0.0,0.0,D,0.0,0.0,0.0,3.8,3.4,2.0,3.4,3.3,2.05,3.8,3.3,2.0,3.75,3.25,2.05
0.0,1.0,A,0.0,1.0,0.0,2.5,3.25,2.88,2.6,3.2,2.6,2.62,3.3,2.62,2.62,3.25,2.75
3.0,0.0,H,2.0,0.0,0.0,1.3,5.25,11.0,1.25,5.5,10.0,1.29,5.0,11.0,1.3,5.0,12.0
3.0,0.0,H,0.0,0.0,0.0,1.33,4.75,11.0,1.35,4.7,8.0,1.33,4.8,9.5,1.36,4.5,11.0
1.0,0.0,H,0.0,0.0,0.0,1.22,6.0,15.0,1.2,5.5,14.0,1.2,6.0,15.0,1.22,6.5,12.0
0.0,1.0,A,0.0,1.0,0.0,2.88,3.25,2.5,2.95,3.1,2.4,3.0,3.25,2.38,2.88,3.2,2.5
1.0,6.0,A,0.0,5.0,0.0,5.0,3.8,1.7,4.9,3.5,1.7,5.0,3.6,1.7,5.5,3.75,1.67
1.0,2.0,A,0.0,1.0,0.0,2.63,3.2,2.75,2.5,3.1,2.8,2.62,3.1,2.75,2.62,3.2,2.75
0.0,0.0,D,0.0,0.0,1.0,3.3,3.3,2.25,3.0,3.2,2.3,3.1,3.3,2.3,3.4,3.4,2.1
2.0,0.0,H,1.0,0.0,0.0,1.8,3.5,4.5,1.8,3.4,4.3,1.8,3.4,4.6,1.73,3.4,5.5
3.0,1.0,H,2.0,0.0,0.0,3.6,3.3,2.1,3.2,3.2,2.2,3.5,3.3,2.1,3.5,3.4,2.1
1.0,1.0,D,0.0,0.0,0.0,4.5,3.5,1.83,4.3,3.4,1.8,4.8,3.5,1.75,4.75,3.5,1.8
2.0,2.0,D,1.0,0.0,0.0,1.44,4.33,7.5,1.45,4.0,7.0,1.4,4.33,8.5,1.4,4.33,8.5
2.0,1.0,H,0.0,1.0,0.0,2.0,3.4,3.8,2.1,3.25,3.4,2.0,3.3,3.8,2.05,3.25,3.75
1.0,4.0,A,1.0,1.0,0.0,1.73,3.6,5.0,1.8,3.4,4.3,1.7,3.6,5.0,1.73,3.6,5.0
1.0,0.0,H,0.0,0.0,0.0,2.0,3.4,3.8,1.85,3.4,4.0,2.0,3.3,3.8,2.05,3.4,3.6
0.0,0.0,D,0.0,0.0,0.0,6.5,4.0,1.53,7.0,4.0,1.45,7.5,4.2,1.44,7.0,4.0,1.5
0.0,0.0,D,0.0,0.0,0.0,1.29,5.0,13.0,1.3,4.8,9.5,1.3,4.8,11.0,1.3,5.0,13.0
5.0,1.0,H,3.0,1.0,0.0,1.4,4.5,8.5,1.4,4.3,7.5,1.36,4.5,9.0,1.44,4.33,8.0
0.0,0.0,D,0.0,0.0,0.0,2.3,3.25,3.2,2.2,3.2,3.2,2.3,3.2,3.2,2.25,3.25,3.4
1.0,0.0,H,1.0,0.0,0.0,1.14,8.0,19.0,1.15,6.5,15.0,1.12,6.0,15.0,1.14,7.5,21.0
2.0,2.0,D,0.0,1.0,0.0,2.25,3.3,3.3,2.1,3.2,3.2,2.15,3.3,2.8,2.3,3.2,3.2
2.0,1.0,H,1.0,0.0,0.0,3.25,3.3,2.25,2.9,3.3,2.3,2.9,3.3,2.25,3.2,3.25,2.25
0.0,0.0,D,0.0,0.0,0.0,1.57,3.8,6.5,1.55,3.6,5.6,1.53,3.6,5.0,1.5,4.0,7.0
0.0,0.0,D,0.0,0.0,0.0,1.73,3.6,5.0,1.75,3.5,4.1,1.8,3.4,4.6,1.73,3.5,5.0
2.0,3.0,A,0.0,1.0,0.0,2.8,3.25,2.6,2.55,3.1,2.55,2.75,3.2,2.6,2.75,3.2,2.62
0.0,0.0,D,0.0,0.0,0.0,2.1,3.25,3.75,2.05,3.1,3.4,2.0,3.3,3.8,2.1,3.2,3.6
0.0,1.0,A,0.0,0.0,0.0,2.88,3.5,2.4,2.7,3.2,2.4,2.7,3.4,2.5,2.88,3.4,2.38
1.0,2.0,A,1.0,0.0,0.0,2.1,3.25,3.75,2.0,3.0,3.7,1.95,3.3,4.0,2.0,3.2,4.0
2.0,1.0,H,2.0,0.0,0.0,1.62,3.75,6.0,1.65,3.5,4.6,1.57,3.8,6.0,1.57,3.75,6.5
2.0,1.0,H,2.0,0.0,0.0,4.0,3.6,1.91,3.3,3.3,2.0,4.2,3.5,1.85,4.0,3.5,1.91
1.0,2.0,A,1.0,1.0,0.0,5.5,3.75,1.67,4.4,3.5,1.7,5.5,3.75,1.62,5.5,3.6,1.67
3.0,2.0,H,0.0,1.0,0.0,6.5,4.0,1.53,5.2,3.8,1.55,6.0,4.0,1.53,6.5,4.0,1.53
3.0,0.0,H,2.0,0.0,0.0,1.33,5.0,10.0,1.3,4.8,8.5,1.36,4.5,9.0,1.36,4.75,9.0
0.0,2.0,A,0.0,1.0,0.0,3.5,3.4,2.1,3.3,3.3,2.0,3.3,3.3,2.2,3.6,3.4,2.05
0.0,0.0,D,0.0,0.0,0.0,2.0,3.5,3.75,1.9,3.4,3.55,1.95,3.5,3.8,1.91,3.5,4.0
2.0,2.0,D,2.0,0.0,0.0,1.53,4.0,6.5,1.55,3.7,5.4,1.53,4.0,6.0,1.5,4.0,7.0
0.0,1.0,A,0.0,1.0,1.0,2.38,3.4,3.0,2.1,3.3,3.1,2.3,3.3,3.1,2.38,3.25,3.0
3.0,1.0,H,0.0,0.0,0.0,1.5,4.2,7.0,1.45,3.9,6.5,1.44,4.5,6.5,1.44,4.5,7.0
3.0,2.0,H,2.0,1.0,0.0,1.83,3.6,4.33,1.8,3.4,4.0,1.8,3.5,4.5,1.8,3.6,4.33
1.0,1.0,D,0.0,1.0,0.0,2.2,3.25,3.4,2.1,3.1,3.3,2.25,3.2,3.3,2.2,3.2,3.5
1.0,0.0,H,0.0,0.0,0.0,1.62,3.75,6.0,1.65,3.5,4.6,1.57,3.8,6.0,1.57,4.0,6.0
0.0,4.0,A,0.0,0.0,0.0,5.5,4.0,1.62,5.4,3.7,1.55,5.5,4.0,1.57,6.0,4.0,1.57
7.0,0.0,H,3.0,0.0,0.0,1.14,8.0,21.0,1.15,6.2,14.0,1.12,8.0,21.0,1.12,8.5,19.0
2.0,1.0,H,0.0,1.0,0.0,1.36,4.5,10.0,1.4,4.1,7.0,1.4,4.33,8.5,1.4,4.33,9.0
2.0,1.0,H,2.0,0.0,0.0,1.5,4.2,7.0,1.55,3.7,5.4,1.5,4.1,6.5,1.5,4.0,7.0
3.0,1.0,H,2.0,1.0,0.0,1.83,3.6,4.33,1.85,3.4,3.8,1.83,3.6,4.2,1.91,3.5,4.0
3.0,1.0,H,2.0,1.0,0.0,2.38,3.25,3.1,2.3,3.2,2.8,2.4,3.3,2.9,2.38,3.2,3.0
0.0,0.0,D,0.0,0.0,0.0,3.6,3.3,2.1,3.1,3.3,2.1,3.6,3.3,2.05,3.75,3.4,2.0
1.0,0.0,H,1.0,0.0,0.0,1.29,5.5,10.0,1.2,5.5,12.0,1.25,5.5,12.0,1.25,6.0,11.0
3.0,2.0,H,1.0,0.0,0.0,2.38,3.25,3.1,2.1,3.1,3.3,2.25,3.25,3.2,2.3,3.25,3.2
0.0,2.0,A,0.0,1.0,0.0,4.0,3.8,1.83,3.8,3.4,1.85,4.0,3.6,1.85,4.33,3.75,1.8
0.0,1.0,A,0.0,1.0,0.0,9.5,4.75,1.36,7.3,4.5,1.35,8.0,4.8,1.36,9.0,4.75,1.36
2.0,1.0,H,1.0,1.0,0.0,3.5,3.4,2.1,3.3,3.1,2.1,3.5,3.4,2.05,3.6,3.4,2.05
2.0,2.0,D,1.0,1.0,0.0,1.8,3.6,4.5,1.8,3.4,4.0,1.75,3.5,4.8,1.8,3.6,4.5
0.0,1.0,A,0.0,0.0,0.0,2.1,3.3,3.6,2.0,3.2,3.4,2.05,3.3,3.6,2.05,3.4,3.75
0.0,1.0,A,0.0,0.0,0.0,2.0,3.4,3.8,1.9,3.3,3.7,2.0,3.4,3.75,2.05,3.5,3.75
4.0,0.0,H,3.0,0.0,0.0,1.2,7.0,13.0,1.15,6.2,14.0,1.17,7.0,15.0,1.14,8.0,15.0
0.0,1.0,A,0.0,0.0,0.0,1.57,4.0,6.0,1.5,3.8,5.7,1.53,4.0,6.0,1.53,4.0,6.0
2.0,1.0,H,1.0,0.0,0.0,2.25,3.3,3.3,2.2,3.2,3.0,2.2,3.25,3.3,2.2,3.25,3.4
4.0,2.0,H,1.0,2.0,0.0,7.0,4.2,1.5,7.0,4.1,1.4,7.0,4.0,1.5,6.0,4.0,1.5
8.0,0.0,H,2.0,0.0,0.0,1.1,10.0,23.0,1.05,10.0,25.0,1.1,9.0,21.0,1.09,10.0,26.0
1.0,0.0,H,0.0,0.0,0.0,1.29,5.5,11.0,1.3,4.8,8.5,1.29,5.5,10.0,1.22,6.0,12.0
0.0,0.0,D,0.0,0.0,0.0,6.5,3.8,1.57,5.5,3.9,1.5,6.0,4.0,1.53,7.0,4.0,1.5
4.0,0.0,H,2.0,0.0,0.0,1.13,8.0,23.0,1.1,7.3,15.0,1.11,8.5,21.0,1.12,7.0,23.0
1.0,1.0,D,1.0,1.0,0.0,4.0,3.6,1.91,3.55,3.4,1.9,4.33,3.5,1.83,4.0,3.4,1.83
2.0,1.0,H,1.0,1.0,0.0,2.25,3.4,3.25,2.2,3.2,3.0,2.3,3.2,3.2,2.3,3.25,3.2
1.0,2.0,A,1.0,1.0,0.0,2.2,3.2,3.5,2.0,3.3,3.3,2.2,3.1,3.5,2.15,3.4,3.6
0.0,0.0,D,0.0,0.0,0.0,2.2,3.2,3.5,2.2,3.2,3.0,2.2,3.2,3.4,2.15,3.3,3.75
1.0,1.0,D,1.0,0.0,0.0,1.57,3.6,7.0,1.4,4.1,7.0,1.57,3.75,6.5,1.53,4.0,7.5
0.0,0.0,D,0.0,0.0,0.0,3.75,3.25,2.1,3.7,3.3,1.9,3.75,3.2,2.05,3.8,3.4,2.1
0.0,4.0,A,0.0,1.0,1.0,2.4,3.25,3.0,2.3,3.2,2.8,2.4,3.1,3.1,2.38,3.3,3.3
1.0,1.0,D,1.0,1.0,0.0,2.2,3.2,3.5,1.9,3.3,3.7,2.2,3.2,3.4,2.2,3.4,3.5
0.0,0.0,D,0.0,0.0,0.0,5.5,3.5,1.7,5.4,3.7,1.55,5.5,3.4,1.7,5.5,3.75,1.7
1.0,2.0,A,1.0,1.0,0.0,6.5,4.0,1.53,5.4,3.7,1.55,7.0,3.75,1.53,7.0,4.2,1.53
4.0,0.0,H,0.0,0.0,0.0,1.29,5.0,13.0,1.22,5.3,11.0,1.3,4.5,13.0,1.25,6.0,13.0
0.0,2.0,A,0.0,0.0,1.0,2.5,3.25,2.9,2.3,3.2,2.8,2.6,3.2,2.75,2.5,3.12,3.0
