FTHG,FTAG,B365H,B365D,B365A
3,1,2.3,3.4,3.4
1,0,1.95,3.6,4.33
1,2,5,4,1.75
3,2,2,3.6,4
2,2,2.63,3.3,2.9
0,2,3.3,3.6,2.25
1,3,2.1,3.4,4
1,2,4.1,3.7,1.95
2,1,1.36,5,11
0,0,1.36,5.5,9
1,0,2.1,3.5,3.8
1,1,2.38,3.4,3.25
2,2,2.2,3.4,3.6
1,2,2.3,3.5,3.3
3,1,1.25,6.5,14
1,1,2.3,3.3,3.5
2,0,1.44,4.75,8
0,0,8,4.75,1.45
1,1,1.91,3.75,4.2
0,3,1.95,3.5,4.5
0,2,7,3.9,1.6
0,0,1.75,3.9,5
0,3,4.75,3.8,1.8
1,0,1.25,6.5,14
2,2,5.5,3.9,1.7
0,1,5,4,1.75
2,1,1.75,3.8,5.25
0,2,2.25,3.4,3.5
1,0,3.4,3.4,2.3
0,0,2.38,3.5,3.1
1,1,2.25,3.5,3.4
2,0,2.3,3.5,3.3
2,2,2.15,3.6,3.6
3,1,3.25,3.6,2.3
3,0,1.25,6.75,13
1,0,1.5,4.5,7.5
2,1,1.29,6,12
0,6,2.88,3.6,2.5
0,3,1.85,3.75,4.6
1,0,2.25,3.3,3.6
2,2,3.8,3.6,2.05
1,1,2.25,3.6,3.3
2,0,1.36,5.5,9
0,0,2.55,3.5,2.88
6,1,2.3,3.4,3.4
2,4,1.73,3.9,5.25
1,2,2.55,3.3,3
0,1,8,4.75,1.44
0,0,5.25,3.8,1.75
1,0,1.44,4.75,8
2,3,2.45,3.5,3
0,0,2.38,3.4,3.25
0,0,1.95,3.6,4.2
0,1,2.2,3.5,3.5
1,1,2.1,3.3,4
1,0,1.4,5,9
2,3,1.83,3.75,4.75
2,2,1.95,3.75,4
1,2,4.5,3.8,1.85
2,0,1.5,4.5,7.5
1,3,3.9,3.6,2.05
2,1,1.3,5.75,12
4,0,2.2,3.4,3.6
1,2,3.4,3.4,2.3
1,2,4.5,3.6,1.91
1,1,2.8,3.2,2.8
4,1,1.4,5.5,8
0,2,6,4.33,1.6
2,1,1.7,4,5.5
1,0,1.25,7,12
2,3,1.33,5.5,11
0,1,6,4.6,1.55
1,1,1.75,3.8,5.25
0,3,1.8,3.8,4.75
1,0,1.29,6,12
5,5,4.5,3.9,1.83
4,2,1.67,4,5.75
2,2,2.15,3.6,3.6
1,3,1.44,4.75,8
1,0,1.4,5,9.5
2,2,3.2,3.4,2.4
0,1,2.3,3.4,3.4
1,4,4.2,3.5,2
0,1,2.4,3.4,3.2
2,0,2,3.6,4
2,0,1.2,7,21
0,1,4.75,3.75,1.83
4,0,1.33,5.5,11
2,1,1.29,5.5,10
0,1,4,3.75,1.95
0,0,1.57,4.33,6.5
1,3,3.8,3.5,2.1
1,0,2.45,3.4,3.1
0,0,2.3,3.4,3.4
1,1,1.73,3.8,5.5
2,1,1.83,3.6,5
3,2,8.5,4.75,1.44
1,0,1.62,4,6.5
0,0,2.45,3.4,3.1
0,0,3.25,3.4,2.38
3,1,2.6,3.3,3
2,0,1.17,8.5,19
1,0,2.15,3.4,3.75
1,0,3,3.3,2.55
0,1,2,3.4,4.33
1,0,2.1,3.7,3.6
1,0,2.63,3.4,2.88
0,2,2.7,3.4,2.8
1,2,2.15,3.4,3.8
1,0,3.4,3.3,2.35
1,1,2.15,3.5,3.6
1,1,2.45,3.25,3.25
2,0,1.22,7,16
0,0,6,4,1.65
1,3,6,3.9,1.67
2,0,1.45,4.75,8
0,0,1.85,3.6,4.75
2,2,3.5,3.5,2.2
2,0,1.3,5.75,12
0,1,1.6,4,6.5
2,3,1.85,3.5,5
0,1,2.4,3.4,3.2
3,0,2.05,3.4,4.2
2,3,3.3,3.3,2.4
3,1,1.36,5.25,10
0,1,4.5,3.6,1.91
0,2,3.5,3.4,2.25
4,1,2.2,3.4,3.6
3,2,6.5,4.2,1.57
1,2,2.1,3.4,3.9
1,0,2.38,3.3,3.3
1,2,1.3,5.75,12
2,0,1.45,4.5,8.5
1,2,3.2,3.4,2.38
1,1,2.7,3.3,2.88
0,1,1.95,3.4,4.5
1,3,5.5,3.9,1.7
3,2,1.65,4,6
1,2,2.45,3.4,3.1
1,0,2.4,3.3,3.3
0,0,2.45,3.3,3.2
3,1,1.2,7.5,17
3,1,1.67,4.2,5.5
1,2,6,4,1.65
1,3,6.5,4,1.62
2,0,2.1,3.5,3.8
0,3,1.44,4.75,8.5
1,1,4.9,4,1.75
4,1,1.29,6,12
4,1,1.25,6.5,15
2,1,1.45,4.5,9
1,1,1.57,4.33,6.5
2,2,4.5,3.9,1.83
0,0,2.3,3.3,3.5
4,0,1.62,4,6.5
1,3,5.5,3.8,1.73
0,2,4,3.5,2.05
1,4,2.75,3.3,2.8
0,2,3.4,3.4,2.3
0,2,11,5,1.36
4,1,1.44,4.75,8
3,2,1.33,5.5,11
0,0,2.2,3.4,3.6
2,0,1.62,4,6.5
2,1,2.38,3.4,3.2
2,1,2.9,3.3,2.63
0,0,1.75,3.8,5.25
1,0,1.44,4.75,8
2,0,2.3,3.5,3.3
1,3,6.5,4.2,1.57
1,0,2.15,3.4,3.8
7,0,1.2,7.5,18
2,0,6,4.2,1.62
1,1,3.3,3.3,2.4
2,0,1.55,4.2,7
0,0,2.25,3.5,3.4
1,0,3.4,3.4,2.3
0,0,2.5,3.4,3
2,0,2,3.5,4.2
2,2,1.29,6,12
0,0,6.5,4,1.62
4,0,1.25,6.5,15
3,1,2.63,3.3,2.9
4,1,1.62,3.8,7
1,0,2.35,3.5,3.2
1,0,9,5,1.4
3,3,2,3.4,4.33
0,1,1.57,4.33,6.5
2,0,1.62,4.2,6
3,3,3,3.4,2.5
1,2,3.3,3.3,2.38
0,1,1.85,3.5,5
2,1,1.8,3.8,4.75
2,0,2.15,3.3,3.9
0,3,6,4.2,1.62
2,2,6,4,1.65
6,0,1.7,4,5.5
2,2,2.15,3.4,3.8
0,0,2,3.4,4.33
0,3,6.5,4,1.62
4,0,1.62,4,6.25
2,1,2.05,3.5,4
1,0,2,3.4,4.33
3,0,1.91,3.5,4.6
3,1,1.57,4.2,6.5
3,1,6.5,4,1.62
3,0,1.29,6,13
2,2,2.8,3.5,2.63
1,0,3.25,3.3,2.4
2,0,1.2,7.5,17
1,2,5.8,3.9,1.67
5,1,1.29,6,12
0,1,1.73,3.75,5.5
2,3,1.7,3.8,5.75
0,0,2.1,3.4,4
3,4,6.5,4.33,1.55
3,0,2.2,3.5,3.5
2,3,6,4.2,1.62
2,0,2.8,3.3,2.75
4,1,1.29,6,12
0,1,1.53,4.33,7
1,1,5.25,3.8,1.75
3,2,6.5,4.2,1.57
1,2,4.5,3.6,1.91
0,2,1.8,3.75,5
1,1,1.7,3.8,5.75
2,0,2.75,3.3,2.8
1,1,1.75,3.75,5.5
1,0,2.63,3.4,2.88
2,1,1.18,8,19
4,1,1.36,5,10.5
0,0,2.3,3.3,3.5
6,3,1.83,3.75,4.75
1,1,2.4,3.4,3.2
0,0,1.95,3.6,4.33
0,3,5.25,3.8,1.75
1,1,2.88,3.3,2.7
0,5,2.5,3.4,3
0,3,3.25,3.4,2.38
2,4,9.5,5.25,1.36
3,1,1.2,7.5,16
3,1,1.36,5.25,10
2,1,2.3,3.25,3.5
0,0,2.05,3.5,4
1,1,1.95,3.5,4.5
2,3,2.55,3.3,3
1,2,3,3.4,2.5
0,0,2.38,3.4,3.25
0,1,1.91,3.5,4.5
0,3,3.3,3.3,2.38
1,0,1.33,5.5,10
0,1,1.36,5.25,9.5
2,3,7,4.2,1.55
2,1,1.75,4.2,4.6
5,1,1.75,3.8,5.25
1,2,2.05,3.5,4
1,1,1.53,4.33,7
1,3,6.5,4,1.62
1,1,3,3.3,2.55
2,2,2.38,3.25,3.4
6,0,2.05,3.4,4.1
1,0,1.13,9.5,29
0,1,6.5,4.2,1.57
3,3,2.38,3.4,3.25
2,1,2.2,3.5,3.5
2,1,1.83,3.7,4.75
0,1,4,3.7,2
3,0,1.44,4.33,8
2,0,1.29,6,13
1,1,2.38,3.3,3.3
2,1,2.5,3.3,3.1
2,0,1.3,6,11
1,2,1.8,3.8,4.75
0,3,4,3.5,2.05
1,1,4,3.3,2.1
0,1,2.15,3.4,3.75
2,3,5.75,4.25,1.62
1,0,2.6,3.4,2.88
0,2,2,3.5,4.1
2,0,1.4,5,9
1,4,2.2,3.3,3.75
0,2,6.5,4,1.6
2,0,1.57,4,7
1,0,1.83,3.7,4.75
2,0,1.36,5,10
0,2,5.25,4,1.7
3,5,5.75,4,1.67
1,2,6,4.2,1.62
2,0,1.22,7,15
1,0,2.35,3.2,3.5
2,2,1.22,7,15
4,2,1.13,11,23
1,0,2.4,3.3,3.25
2,2,3.2,3.3,2.45
1,3,3,3.4,2.5
3,1,1.73,3.8,5.5
1,3,3.25,3.4,2.38
1,1,3.5,3.4,2.25
1,0,2.5,3.2,3.2
4,0,1.83,3.9,4.5
2,0,1.25,6.5,15
0,0,2.7,3.4,2.8
2,2,4.33,3.5,1.95
2,0,1.75,3.75,5.25
4,3,2.6,3.3,3
0,0,1.18,8,19
1,0,2.1,3.4,3.9
1,5,3.75,3.75,2.05
2,1,2.3,3.4,3.4
2,1,1.53,4.33,7
0,3,3.6,3.4,2.2
1,1,4,3.5,2.05
0,3,1.95,3.5,4.33
2,1,7,4,1.57
2,0,2.9,3.4,2.6
2,0,1.22,7,16
1,1,5.75,4.33,1.62
0,1,1.85,3.8,4.5
0,2,2.1,3.5,3.8
3,0,1.25,6.25,15
3,1,2.6,3.3,3
5,1,2.2,3.6,3.4
0,0,9,5.5,1.36
2,2,1.55,4,7.5
0,2,2.15,3.4,3.8
3,0,1.85,3.6,4.75
2,2,1.2,7,19
1,0,2.1,3.5,3.75
0,0,2.5,3.4,3
0,1,3,3.25,2.6
1,1,7.5,4.5,1.5
2,0,2.05,3.5,4
0,0,2.15,3.5,3.6
2,3,8,5.25,1.4
0,4,3.3,3.5,2.3
1,1,2.7,3.25,2.9
4,1,1.33,5.5,11
0,4,2.75,3.2,2.88
1,0,1.57,4,7
0,2,6.5,4,1.6
1,0,1.18,8,19
1,1,1.8,3.9,4.75
3,1,3.2,3.4,2.4
4,3,1.3,5.75,12
1,0,2.1,3.4,3.9
1,0,3.8,3.5,2.1
1,0,1.53,4.2,7.5
1,3,8,4.75,1.45
1,4,2.45,3.2,3.3
0,3,3.75,3.75,2.05
1,0,5.5,3.8,1.73
4,1,2.1,3.4,3.9
1,1,1.85,3.5,5
1,0,1.33,5.25,12
3,1,2.35,3.5,3.2
4,0,1.57,4,7
0,1,3.9,3.3,2.15
1,1,2.25,3.3,3.6
0,3,5,3.6,1.83
1,0,7,4.33,1.53
2,1,1.36,5,11
1,0,2.9,3.4,2.6
0,2,6.5,4.33,1.57
4,2,1.62,4,6.5
3,1,2.25,3.3,3.6
0,0,2.15,3.3,3.9
1,2,1.95,3.6,4.33
0,3,2.5,3.6,2.9
0,1,3.1,3.4,2.45
3,6,9.5,5.25,1.36
6,0,1.85,3.6,4.75
3,2,1.67,3.9,6
2,0,2.25,3.3,3.6
5,0,1.17,9,17
1,0,1.85,3.6,4.75
2,0,2.2,3.3,3.75
0,2,4.5,3.6,1.91
1,4,2.2,3.3,3.75
3,2,2.25,3.4,3.5
2,2,1.57,4.2,6.5
0,3,3.5,3.6,2.15
0,3,3.5,3.4,2.25
2,1,1.17,9,19
2,1,2.4,3.3,3.3
1,1,3.6,3.5,2.15
1,0,10,4.75,1.4
4,1,1.45,4.75,8
4,0,1.75,3.8,5.25
1,0,2.15,3.3,3.9
3,0,1.73,3.9,5.25
3,3,1.83,3.75,4.75
1,3,5,3.75,1.8
4,0,1.48,4.75,7.5
1,2,2.3,3.3,3.5
1,2,2.05,3.5,4
0,3,2.45,3.25,3.25
3,0,1.29,6,13
1,0,2.75,3.3,2.8
4,1,1.33,5.75,10
0,4,4.2,3.7,1.95
0,1,2.4,3.3,3.25
3,0,2.5,3.4,3
1,2,9,5,1.4
5,1,1.57,4.2,6.5
1,0,2.15,3.3,3.9
1,0,2.15,3.5,3.6
0,1,1.45,4.75,8
1,0,2.1,3.4,3.9
0,1,4.75,3.7,1.83
3,3,3.1,3.6,2.38
3,2,2.45,3.7,2.9
0,1,5,3.6,1.83
3,1,1.4,5,9
2,3,1.4,4.75,10
2,2,1.17,9,17
0,0,3.4,3.4,2.1
1,1,2.38,3.2,3
1,2,1.18,7,13
1,2,2.63,3.3,2.6
3,1,1.5,4.2,6.5
0,1,2.2,3.2,3.4
2,0,2.4,3.4,2.8
0,3,4.5,3.6,1.8
2,3,8.5,5,1.33
3,1,1.2,7,11
2,2,2.3,3.4,3.4
4,0,1.36,5.25,9.5
2,0,2.8,3.5,2.6
0,1,3.2,3.4,2.38
4,1,1.7,3.75,6
1,0,1.91,3.75,4.33
0,2,7.5,5,1.44
0,2,1.67,4.2,5.25
4,0,1.91,3.75,4.33
3,0,1.29,6,12
3,1,2.5,3.3,3.1
2,3,5,4,1.75
0,1,1.36,5.75,8.5
3,0,2.05,3.6,3.8
4,1,2.3,3.6,3.25
0,1,2.5,3.4,3
2,0,4.33,3.75,1.91
1,0,1.29,6,13
0,0,1.2,7.5,17
3,3,9,5,1.4
3,1,1.36,5.5,9
4,0,1.14,9.5,21
2,0,2.1,3.2,4.2
1,2,8,4.75,1.44
2,2,2.63,3.5,2.8
0,2,4,3.6,2
2,1,1.22,7.5,13
2,0,1.17,9,17
0,2,4.5,3.8,1.85
1,1,2.63,3.5,2.8
1,3,2.3,3.4,3.4
3,0,1.5,4.5,7.5
1,2,2.1,3.6,3.75
2,1,1.25,6.5,15
2,2,3.2,3.4,2.4
1,2,1.36,5,11
0,1,2.5,3.3,3.1
0,1,1.95,3.5,4.5
2,2,2.25,3.4,3.5
0,1,3.8,3.6,2.05
2,1,1.33,5.75,10
0,2,5.25,4.33,1.67
1,3,9,5,1.4
0,0,2.5,3.4,3
2,0,1.2,7.5,17
1,3,2.5,3.3,3.1
2,2,2.8,3.4,2.7
0,0,1.85,3.7,4.75
1,0,1.65,4,6
1,1,2.5,3.25,3.2
1,1,5,4,1.75
4,0,1.45,4.75,8
3,1,1.85,4,4.33
0,0,6,4.2,1.62
3,6,3.75,3.3,2.2
0,1,1.18,8,18
3,3,1.75,3.75,5.25
1,0,2.4,3.25,3.3
3,0,1.85,3.6,4.75
1,3,2.8,3.4,2.7
2,1,2.3,3.3,3.5
1,1,4.75,3.75,1.83
0,3,2.7,3.5,2.7
2,2,3,3.4,2.5
4,2,1.3,5.75,12
0,0,2.25,3.3,3.6
0,1,1.3,6,11
4,0,1.8,3.75,5
0,1,2.1,3.4,4
2,2,3.6,3.5,2.15
0,2,3.5,3.5,2.2
4,0,1.29,6.25,12
2,2,2.15,3.4,3.75
0,3,4.75,3.6,1.85
0,0,2.5,3.3,3.1
2,2,2.2,3.3,3.75
2,2,2.8,3.25,2.8
0,1,2.5,3.3,3.1
3,1,4.5,3.8,1.85
2,3,1.4,5,9
5,3,5.5,4.2,1.67
1,1,2.38,3.5,3.1
0,1,1.53,4.33,7
1,1,1.75,3.9,5
3,0,1.22,7,16
2,0,2.63,3.4,2.88
2,4,6.5,4.2,1.57
1,1,1.91,3.75,4.33
2,1,1.4,5.5,8
2,1,1.44,4.6,8.5
0,0,2.9,3.3,2.63
4,0,2,3.5,4.2
1,0,2.15,3.4,3.8
0,2,7.5,4.5,1.5
2,0,2.1,3.5,3.8
2,2,1.8,3.75,5
2,1,1.44,5,7.5
3,1,2.55,3.25,3.1
2,2,1.91,3.7,4.33
2,0,1.67,4.2,5.25
2,1,1.67,4.2,5.25
1,0,2.2,3.5,3.5
2,0,1.91,3.6,4.5
2,2,1.4,5,9
1,3,2.8,3.4,2.7
1,2,8.5,4.75,1.44
3,0,1.6,4,6.5
4,1,1.45,4.75,8
1,0,2.25,3.6,3.3
8,0,1.57,4,7
2,3,6,4.2,1.6
2,1,2.5,3.3,3.1
2,2,5,4,1.75
0,0,1.44,4.75,8
1,0,1.65,4,6
0,2,5.5,3.8,1.73
2,0,1.95,3.7,4.2
2,2,1.91,3.6,4.5
2,1,6.5,4.5,1.55
1,3,4.75,3.75,1.83
1,1,2.88,3.6,2.5
1,2,1.75,3.9,5
2,0,2.38,3.25,3.4
3,0,1.25,6.5,14
2,1,1.17,8.5,21
0,0,1.75,3.8,5.25
0,1,3.8,3.6,2.05
0,1,2.3,3.5,3.3
1,0,3.8,3.75,2
2,2,2.38,3.4,3.25
1,2,3.75,3.6,2.1
1,0,1.91,3.75,4.33
1,3,2.1,3.5,3.8
1,0,2.5,3.4,3
1,2,3.4,3.4,2.3
1,0,1.3,6,11
2,2,7,4.75,1.5
2,0,1.44,4.75,8
0,0,1.75,3.75,5.5
1,1,4,3.5,2.05
2,1,3.75,3.5,2.1
1,2,1.7,4,5.5
0,2,2.3,3.5,3.3
1,2,2.15,3.6,3.5
2,0,1.25,6.5,15
2,1,1.85,3.8,4.5
0,0,2.1,3.5,3.8
2,1,1.4,5.25,8.5
1,0,1.83,3.75,4.75
1,2,1.7,3.8,5.75
3,1,4.33,3.7,1.91
1,2,3.6,3.4,2.2
1,1,5.25,3.75,1.75
1,1,2.15,3.4,3.75
1,0,1.73,4,5
3,0,1.33,5.75,10
3,2,2.38,3.4,3.25
0,0,9,5,1.4
1,1,1.8,3.75,5
0,1,4.5,3.8,1.85
1,0,2.15,3.5,3.6
0,3,3.2,3.6,2.3
2,1,2.25,3.6,3.25
1,1,2.8,3.3,2.75
0,1,2.1,3.4,4
1,3,3.8,3.6,2.05
2,1,1.45,4.5,8.5
2,0,1.73,3.8,5.5
1,2,2.5,3.4,3
1,0,1.8,3.75,5
3,0,1.4,5,9
1,1,1.53,4.33,7
1,4,7.5,4.5,1.5
0,0,2.45,3.3,3.2
0,0,1.5,4.5,7.5
1,0,1.5,4.75,7
2,1,7,4.33,1.53
2,0,2.05,3.5,4
3,2,4,3.6,2
0,0,1.6,4.2,6
2,1,2.4,3.4,3.2
3,1,2.35,3.4,3.25
1,2,2.8,3.4,2.7
4,1,1.44,4.75,8
1,0,5.5,3.75,1.73
2,0,1.18,8,18
1,1,2.6,3.25,3
0,1,7,4.75,1.5
1,1,2.95,3.4,2.55
1,0,2.15,3.4,3.8
3,0,1.8,3.8,4.75
1,2,2.5,3.4,3
3,1,1.45,4.5,8.5
1,1,6.25,4,1.62
0,1,3.1,3.3,2.5
3,0,1.29,6,12
3,2,2.45,3.3,3.2
3,0,2.45,3.5,3
2,1,1.5,4.5,7.5
2,0,1.75,3.9,5
2,2,2.8,3.5,2.6
0,1,2.05,3.5,4
0,2,6.25,4,1.62
2,1,1.29,6,13
0,1,4.75,3.8,1.8
2,0,1.33,5.75,10
1,3,3.75,3.4,2.15
0,1,1.83,3.6,5
1,2,3.8,3.6,2.05
3,1,1.4,5,9
1,3,2.05,3.4,4.2
1,0,1.75,3.75,5.25
1,3,6.5,4.5,1.53
0,0,2.35,3.3,3.4
0,1,2.25,3.4,3.5
2,2,1.18,8,19
3,2,2.9,3.4,2.6
0,0,2.38,3.4,3.25
1,1,4.75,3.75,1.83
2,0,1.91,3.6,4.5
0,0,3.25,3.6,2.3
1,2,3.5,3.5,2.2
4,1,1.7,4,5.5
0,0,2.4,3.3,3.3
2,0,3.4,3.4,2.3
2,2,1.4,5,9
3,2,1.22,7,15
3,3,1.83,3.75,4.75
1,1,3,3.4,2.5
2,0,2.9,3.4,2.6
1,1,4.2,3.5,2
5,3,5,3.75,1.8
1,1,1.85,3.75,4.5
2,1,2.2,3.4,3.6
2,0,1.2,7.5,17
2,1,3.5,3.5,2.2
1,1,4.5,3.75,1.85
1,0,2.2,3.4,3.6
0,1,4.5,3.6,1.91
1,1,2.25,3.5,3.4
1,0,2.05,3.4,4.2
3,0,1.44,4.75,8
0,1,1.83,3.75,4.75
0,2,4.5,3.6,1.91
2,3,2.55,3.25,3.1
0,1,2.63,3.3,2.9
1,2,3.3,3.3,2.38
0,2,6,4.2,1.62
0,5,7,4.2,1.55
2,1,1.62,4.2,6
0,2,1.8,4,4.5
3,0,1.75,3.75,5.25
0,0,1.85,3.6,4.75
1,1,2.15,3.5,3.6
0,1,2.8,3.3,2.75
0,3,2.7,3.25,2.88
2,0,1.67,4,5.75
3,1,1.36,5.5,9.5
3,1,1.65,4,6
2,0,2.25,3.3,3.6
0,3,2.9,3.3,2.63
5,0,1.25,6.5,15
0,1,1.6,4,6.5
1,2,10,5.25,1.36
0,0,3.4,3.4,2.3
0,1,2.4,3.3,3.25
1,1,1.18,8,19
0,1,4.75,3.6,1.85
1,1,1.91,3.5,4.6
2,1,3.25,3.5,2.3
2,2,2.6,3.25,3
1,1,2.3,3.4,3.4
1,1,4.2,3.6,1.95
2,1,1.29,6,12
2,0,2.38,3.1,3.5
3,2,1.91,3.8,4.2
0,2,1.91,3.6,4.5
1,0,1.33,5.5,11
1,1,2.38,3.3,3.3
3,1,1.29,6,12
0,0,1.73,3.9,5.25
1,4,5.75,3.8,1.7
2,0,2.55,3.25,3.1
1,2,2.7,3.2,2.9
1,1,1.2,7.5,17
1,2,4.75,3.75,1.83
2,1,2.05,3.3,4.2
5,0,1.3,6,11
0,0,2.7,3.2,2.9
2,1,4.2,3.5,2
2,2,1.83,3.6,5
0,2,2.63,3.3,2.9
2,2,1.8,3.8,4.75
0,1,2.63,3.3,2.9
2,0,1.36,5.25,10
1,0,1.95,3.5,4.5
1,0,1.91,3.5,4.75
1,0,3.4,3.2,2.38
1,3,2.15,3.4,3.75
2,0,1.57,4.5,6
2,1,3.1,3.6,2.38
2,1,2.88,3.1,2.88
1,1,2.15,3.3,3.9
1,0,1.7,3.8,5.75
2,0,1.36,5.25,10
2,0,1.25,7,13
0,1,4.2,3.5,2
1,2,7,4.33,1.53
2,0,2.5,3.3,3.1
3,2,1.75,3.8,5.25
0,1,6.25,4,1.62
1,2,4.75,3.9,1.8
3,0,1.4,5,9
1,0,7.5,5,1.44
3,1,1.83,3.75,4.75
0,0,2.2,3.3,3.75
0,4,2.38,3.25,3.4
1,0,2.38,3.25,3.4
1,1,1.62,4,6.5
3,0,1.83,3.75,4.75
3,0,1.91,3.75,4.33
0,1,4,3.6,2
0,1,2.5,3.25,2.8
3,0,1.3,5.5,8.5
1,2,6,3.8,1.57
2,0,1.4,4.5,7.5
1,2,2.1,3.3,3.5
4,3,1.53,4,6
1,0,1.8,3.5,4.5
2,3,7,4.33,1.44
1,2,2.05,3.4,3.6
1,2,3.3,3.4,2.15
4,1,1.83,3.75,4.2
2,1,1.29,5.5,11
1,0,2.63,3.2,2.8
2,1,2.38,3.3,3.1
3,1,1.3,5.5,10
3,1,1.91,3.5,4.2
1,4,1.8,3.5,4.5
0,0,3.5,3.4,2.1
1,0,2.5,3.1,3.1
2,1,5,4,1.67
3,3,2.15,3.4,3.8
0,1,6.5,4.33,1.57
2,0,1.53,4.2,7.5
1,4,2.9,3.2,2.7
1,1,2.5,3.3,3.1
0,1,1.62,4.2,6
2,3,2.3,3.4,3.4
1,1,2.3,3.4,3.4
4,2,2.63,3.4,2.88
0,1,9,5,1.4
2,0,1.4,5,9
1,0,2,3.4,4.33
0,2,1.95,3.5,4.5
1,0,1.73,3.8,5.5
2,0,2.15,3.4,3.75
2,1,3.5,3.25,2.3
2,0,1.25,6.5,11
1,3,3.3,3.5,2.3
0,1,2.63,3.3,2.9
0,2,2.05,3.3,4.2
3,2,1.29,6,12
2,3,2.45,3.25,3.25
0,0,2.38,3.4,3.25
2,2,2.1,3.5,3.8
1,1,1.91,3.5,4.75
0,0,4,3.6,2
0,0,2.4,3.3,3.3
3,0,3.75,3.4,2.15
1,0,4.33,3.4,2
1,3,5.75,3.8,1.7
3,2,2.75,3.3,2.8
3,0,1.91,3.7,4.33
2,1,1.36,5.25,10
0,1,1.36,5.25,10
2,1,4.2,3.4,2.05
2,0,2.3,3.4,3.4
1,0,2.25,3.5,3.4
1,0,1.36,5.25,10
0,1,3.75,3.75,2.05
1,3,5.5,4,1.7
1,0,1.91,3.7,4.33
1,2,4.5,3.6,1.91
0,2,1.8,3.75,5
0,1,1.95,3.5,4.5
2,0,2.6,3.4,2.9
1,1,2.55,3.3,3
3,0,2.9,3.4,2.6
1,1,2.1,3.5,3.8
6,0,1.22,7.5,13
0,1,1.3,6,11
0,0,2.7,3.3,2.88
1,3,1.45,4.75,8
2,1,3.1,3.5,2.4
6,1,1.75,3.8,5.25
0,0,2.8,3.3,2.75
2,0,1.8,3.8,4.75
1,2,2.9,3.4,2.6
1,1,2.45,3.5,3
2,4,4.75,4.2,1.75
3,0,4.1,3.5,2
0,0,1.3,6,11
4,1,1.4,5.25,8.5
0,1,2.1,3.6,3.75
3,1,1.36,5.25,9.5
1,0,2.25,3.6,3.3
0,1,2.4,3.6,3
0,0,3.2,3.75,2.25
5,1,1.6,4.33,6
2,0,1.57,4.5,6
2,0,1.83,4,4.33
6,1,3.5,3.6,2.15
0,1,2,3.6,4
2,2,1.36,5,11
2,2,1.7,3.9,5.5
4,2,1.95,3.5,4.33
1,0,1.65,4,6
1,3,2.55,3.3,3
0,2,1.29,6,12
2,2,2.88,3.3,2.7
0,1,3.4,3.4,2.3
0,3,5.75,4,1.67
0,1,5.5,3.8,1.73
0,3,1.95,3.6,4.33
1,3,2.5,3.3,3.1
2,0,1.95,3.6,4.33
2,2,1.8,3.75,5
0,0,2.3,3.4,3.4
1,2,2.25,3.5,3.4
1,2,5.25,3.9,1.73
3,0,2.1,3.5,3.75
1,0,1.45,4.75,8
2,1,1.85,3.6,4.75
1,1,2.63,3.6,2.75
0,0,1.36,5.25,10
1,1,2.3,3.3,3.5
1,1,4,3.4,2.1
3,4,2.38,3.4,3.2
0,2,5,4,1.73
0,0,2.8,3.3,2.75
2,3,6.5,4,1.62
0,0,1.75,4,5
2,2,1.91,3.5,4.75
1,1,2.2,3.6,3.4
1,2,1.36,5,11
0,3,1.36,5.5,9
2,0,1.2,8,15
0,1,6,4.2,1.62
0,1,1.95,3.4,4.5
0,0,2,3.5,4.2
3,0,2.05,3.5,4
2,1,3.6,3.3,2.25
2,0,1.29,6,12
0,1,5.5,4.2,1.67
3,1,4,3.6,2
3,1,2,3.4,4.33
3,1,2.4,3.4,3.2
1,0,2.75,3.4,2.75
0,0,3.2,3.2,2.5
3,2,1.91,3.75,4.33
0,1,4.33,3.6,1.95
2,0,2.25,3.5,3.4
0,1,2.3,3.25,3.5
2,0,1.7,4,5.5
2,0,2.45,3.5,3
1,2,1.29,6.5,11
1,2,2.5,3.3,3.1
2,2,2.5,3.4,3
0,0,2.3,3.4,3.4
1,1,1.67,4,5.75
2,3,3.1,3.3,2.5
1,0,2,3.6,4
2,5,4.5,4,1.8
3,2,1.53,4.33,7
3,0,1.2,7.5,16
2,2,6,4.2,1.62
3,1,2.05,3.4,4.2
2,1,2.55,3.3,3
4,1,4.2,3.8,1.91
2,2,2.25,3.5,3.4
0,1,2.5,3.3,3.1
2,3,3.1,3.3,2.5
0,1,2.5,3.3,3.1
1,1,2.1,3.5,3.8
1,3,1.83,3.7,4.8
2,0,1.83,3.6,5
6,1,1.25,7,13
1,2,2.3,3.5,3.3
2,2,3.2,3.4,2.4
3,0,2,3.8,3.8
1,1,2.7,3.4,2.8
2,2,2.75,3.25,2.8
2,0,1.33,5.75,10
1,3,2,3.6,4
0,3,3.25,3.4,2.38
5,1,1.33,5.75,10
2,2,1.75,4,5
0,0,2.5,3.5,3
0,3,6,4.2,1.62
1,0,2.05,3.4,4.2
6,2,2.6,3.4,2.88
0,1,2.05,3.4,4.2
2,1,1.44,4.75,8
1,2,3,3.3,2.6
1,0,2.2,3.6,3.4
0,1,2,3.5,4.2
0,2,2.1,3.3,4
2,1,4,3.8,1.95
1,5,3.4,3.5,2.25
